dataset,query_id,objective_count,method,epsilon,status,certified,paths,reference_kind,reference_size,reference_configurations,empirical_epsilon,load_seconds,preprocess_seconds,search_seconds,total_seconds,peak_rss_mb,expanded,labels,merged,file
COL,0001,2,NAMOA_dr_goal_epsilon,0.0,exact,True,96,exact,96,2,0.0,0.982756954,1.146644737,0.029743784,2.16124681,203,44962,49177,0,COL_0001_m2_e0.0_016993892b647920.json
COL,0001,2,apex_open_merge,0.2,epsilon_cover,True,5,exact,96,2,0.018854066408150683,0.797994477,0.900723059,0.011719968,1.713735713,89,0,1,0,COL_0001_m2_e0.2_db37195ecf8d7041.json
COL,0001,3,apex_open_merge,0.2,epsilon_cover,True,11,unavailable_single_config,11,1,,0.940717956,1.118191164,0.034388974,2.100391026,89,48692,48868,16935,COL_0001_m3_e0.2_a76e74a650e6ea46.json
COL,0001,5,apex_open_merge,0.2,epsilon_cover,True,13,unavailable_single_config,13,1,,0.954677655,1.245507041,1.381336967,3.599313224,214,918175,921961,302657,COL_0001_m5_e0.2_70a75be914d7da76.json
COL,0002,2,NAMOA_dr_goal_epsilon,0.0,exact,True,225,exact,225,2,0.0,0.995289688,1.591992064,0.946294424,3.53975114,203,815362,922240,0,COL_0002_m2_e0.0_23a209952ab69c79.json
COL,0002,2,apex_open_merge,0.2,epsilon_cover,True,7,exact,225,2,0.009702043059137022,0.989384301,1.42156932,0.013719436,2.428372789,89,0,1,0,COL_0002_m2_e0.2_454dee23a5c211f7.json
COL,0002,3,apex_open_merge,0.2,epsilon_cover,True,11,unavailable_single_config,11,1,,0.952508065,1.484459003,0.765832287,3.226783935,214,651577,651577,221410,COL_0002_m3_e0.2_c8190fc86f3e201b.json
COL,0002,5,apex_open_merge,0.2,epsilon_cover,True,19,unavailable_single_config,19,1,,0.79773019,1.453836673,8.736616917,11.10019311,625,4151419,4163514,1404778,COL_0002_m5_e0.2_3835be953b854d68.json
COL,0003,2,NAMOA_dr_goal_epsilon,0.0,exact,True,382,exact,382,2,0.0,1.012305439,1.388100661,0.35599558,2.760933757,203,418570,477101,0,COL_0003_m2_e0.0_ad0cf09e502c40ac.json
COL,0003,2,apex_open_merge,0.2,epsilon_cover,True,4,exact,382,2,0.03703485246176852,0.950253326,1.260633701,0.011617593,2.225846358,89,0,1,0,COL_0003_m2_e0.2_937ff78e2d650e8a.json
COL,0003,3,apex_open_merge,0.2,epsilon_cover,True,9,unavailable_single_config,9,1,,0.972133081,1.480060888,0.014346207,2.471133386,89,0,1,0,COL_0003_m3_e0.2_9141865fb2bc3875.json
COL,0003,5,apex_open_merge,0.2,epsilon_cover,True,9,unavailable_single_config,9,1,,0.793883716,1.369906617,0.053703183,2.225107055,96,69481,69481,20562,COL_0003_m5_e0.2_cf05d9cf09ec5b3e.json
COL,0004,2,NAMOA_dr_goal_epsilon,0.0,exact,True,211,exact,211,2,0.0,0.975901316,0.741976055,0.032515556,1.753173431,203,40330,47947,0,COL_0004_m2_e0.0_1a240f9cca5f0071.json
COL,0004,2,apex_open_merge,0.2,epsilon_cover,True,5,exact,211,2,0.04161340084369347,0.813650548,0.700028026,0.014591819,1.532593569,89,0,1,0,COL_0004_m2_e0.2_93f5663f95d409d8.json
COL,0004,3,apex_open_merge,0.2,epsilon_cover,True,8,unavailable_single_config,8,1,,0.783089561,0.816398523,0.011803412,1.614632563,89,0,1,0,COL_0004_m3_e0.2_625eec2b9d914720.json
COL,0004,5,apex_open_merge,0.2,epsilon_cover,True,11,unavailable_single_config,11,1,,0.94955294,1.055689138,0.015731401,2.024039957,89,1312,1312,192,COL_0004_m5_e0.2_33276f3ee85f43fe.json
COL,0005,2,NAMOA_dr_goal_epsilon,0.0,exact,True,639,exact,639,2,0.0,1.038302334,0.631213245,0.23219674,1.903862315,252,210039,232749,0,COL_0005_m2_e0.0_26b0784249c226ce.json
COL,0005,2,apex_open_merge,0.2,epsilon_cover,True,7,exact,639,2,0.03310761458944245,0.81182953,0.550906776,0.013435543,1.380232813,89,0,1,0,COL_0005_m2_e0.2_8d22757c6db92b70.json
COL,0005,3,apex_open_merge,0.2,epsilon_cover,True,11,unavailable_single_config,11,1,,0.951861528,0.878534927,0.012578397,1.846194969,89,0,1,0,COL_0005_m3_e0.2_d2394ba00732bc88.json
COL,0005,5,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.982455047,1.103796243,0.030435211,2.121955813,89,31570,31570,8261,COL_0005_m5_e0.2_99a1978f73707c10.json
COL,0006,2,NAMOA_dr_goal_epsilon,0.0,exact,True,22,exact,22,2,0.0,0.80560354,0.649541889,0.01034138,1.468219235,252,8215,8289,0,COL_0006_m2_e0.0_a12e9b0495bc2378.json
COL,0006,2,apex_open_merge,0.2,epsilon_cover,True,4,exact,22,2,0.00040775572535922677,0.963237691,0.685372747,0.013616453,1.665729798,89,0,1,0,COL_0006_m2_e0.2_aeeea938422fdb6f.json
COL,0006,3,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.815828307,0.705313514,0.013444037,1.53868489,89,0,1,0,COL_0006_m3_e0.2_9d79adaeebc8f923.json
COL,0006,5,apex_open_merge,0.2,epsilon_cover,True,8,unavailable_single_config,8,1,,0.819447442,0.917303266,0.015438993,1.757282301,89,0,1,0,COL_0006_m5_e0.2_0c84fba356586e18.json
COL,0007,2,NAMOA_dr_goal_epsilon,0.0,exact,True,615,exact,615,2,0.0,0.971799295,1.331081396,0.363851851,2.670069421,252,365508,412588,0,COL_0007_m2_e0.0_424a1c1569e6405c.json
COL,0007,2,apex_open_merge,0.2,epsilon_cover,True,6,exact,615,2,0.019059742964526727,0.966544457,1.393261192,0.013689935,2.377246342,89,0,1,0,COL_0007_m2_e0.2_cf65c7f35de7f7d1.json
COL,0007,3,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.95655326,1.185306205,0.011792357,2.157139662,89,0,1,0,COL_0007_m3_e0.2_bf2925cd96b894e3.json
COL,0007,5,apex_open_merge,0.2,epsilon_cover,True,12,unavailable_single_config,12,1,,0.961394634,1.209865271,0.122692019,2.299373931,117,140064,140064,66938,COL_0007_m5_e0.2_a575b071f1407b52.json
COL,0008,2,NAMOA_dr_goal_epsilon,0.0,exact,True,553,exact,553,2,0.0,0.979744436,0.625249037,0.365330138,1.976807305,252,287816,323197,0,COL_0008_m2_e0.0_4ae4f10e2845c0d6.json
COL,0008,2,apex_open_merge,0.2,epsilon_cover,True,6,exact,553,2,0.019453534366623115,0.819922253,0.54841759,0.015565972,1.389081946,89,0,1,0,COL_0008_m2_e0.2_837e9e4db1918f1b.json
COL,0008,3,apex_open_merge,0.2,epsilon_cover,True,9,unavailable_single_config,9,1,,0.816119747,0.763706998,0.014469857,1.599230848,89,0,1,0,COL_0008_m3_e0.2_97b2a5e20e536dbf.json
COL,0008,5,apex_open_merge,0.2,epsilon_cover,True,11,unavailable_single_config,11,1,,0.812415747,0.910198088,0.073816104,1.802742117,99,104544,104544,31990,COL_0008_m5_e0.2_a549150c683a74d8.json
COL,0009,2,NAMOA_dr_goal_epsilon,0.0,exact,True,3,exact,3,2,0.0,0.949718108,0.303655014,0.007396338,1.262629785,252,55,57,0,COL_0009_m2_e0.0_32c534e83f7fcd19.json
COL,0009,2,apex_open_merge,0.2,epsilon_cover,True,2,exact,3,2,0.0007389542342950417,0.969470507,0.31619961,0.013573293,1.302968566,89,0,1,0,COL_0009_m2_e0.2_b16ceb869abb4db8.json
COL,0009,3,apex_open_merge,0.2,epsilon_cover,True,4,unavailable_single_config,4,1,,0.958558475,0.457969429,0.013473112,1.433182799,89,0,1,0,COL_0009_m3_e0.2_d3047e5715dd533c.json
COL,0009,5,apex_open_merge,0.2,epsilon_cover,True,6,unavailable_single_config,6,1,,1.013901787,0.752089172,0.014845177,1.786047681,89,0,1,0,COL_0009_m5_e0.2_1246595540d36db5.json
COL,0010,2,NAMOA_dr_goal_epsilon,0.0,exact,True,141,exact,141,2,0.0,0.882186452,0.554288501,0.109842771,1.548101166,252,195690,216239,0,COL_0010_m2_e0.0_3f2e50e98d1eb953.json
COL,0010,2,apex_open_merge,0.2,epsilon_cover,True,6,exact,141,2,0.010465982669671137,0.795658276,0.570987222,0.014102869,1.384799188,89,0,1,0,COL_0010_m2_e0.2_6cc476ca4d4fd32f.json
COL,0010,3,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.800757456,0.779878418,0.011806801,1.595484207,89,671,671,116,COL_0010_m3_e0.2_870b5654b5f79337.json
COL,0010,5,apex_open_merge,0.2,epsilon_cover,True,14,unavailable_single_config,14,1,,0.97152175,1.119604067,0.351456347,2.455292751,158,355721,357610,117608,COL_0010_m5_e0.2_211a42ec6bbcfeee.json
COL,0011,2,NAMOA_dr_goal_epsilon,0.0,exact,True,79,exact,79,2,0.0,0.974984637,1.128673453,0.024756998,2.130607705,252,30466,35975,0,COL_0011_m2_e0.0_e77281a018503e70.json
COL,0011,2,apex_open_merge,0.2,epsilon_cover,True,6,exact,79,2,0.008290958717542152,0.817408773,0.974511614,0.012530199,1.808393796,89,0,1,0,COL_0011_m2_e0.2_464f3f1e44b45c70.json
COL,0011,3,apex_open_merge,0.2,epsilon_cover,True,8,unavailable_single_config,8,1,,0.802437907,1.034092859,0.011881734,1.851918098,89,0,1,0,COL_0011_m3_e0.2_dca377c6c3033758.json
COL,0011,5,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.977007222,1.376199016,0.492368903,2.856958974,158,334713,334713,181165,COL_0011_m5_e0.2_4d15881e6044cee9.json
COL,0012,2,NAMOA_dr_goal_epsilon,0.0,exact,True,1886,exact,1886,2,0.0,0.947166499,1.126633399,13.40749972,15.50784114,547,4657040,5126268,0,COL_0012_m2_e0.0_f59790e5cf023b83.json
COL,0012,2,apex_open_merge,0.2,epsilon_cover,True,8,exact,1886,2,0.031725289164808324,0.800052709,1.065802403,0.014535394,1.885168021,89,0,1,0,COL_0012_m2_e0.2_c08cb4f0dcc78c70.json
COL,0012,3,apex_open_merge,0.2,epsilon_cover,True,11,unavailable_single_config,11,1,,0.955377904,1.290082783,0.014298383,2.264342,89,9442,9442,1634,COL_0012_m3_e0.2_b6b23d1cb78546da.json
COL,0012,5,apex_open_merge,0.2,epsilon_cover,True,19,unavailable_single_config,19,1,,0.974499698,1.391769457,6.019534175,8.446813041,575,2861948,2867310,943202,COL_0012_m5_e0.2_7b1f458dea63d440.json
COL,0013,2,NAMOA_dr_goal_epsilon,0.0,exact,True,237,exact,237,2,0.0,0.790744695,0.643128641,0.065617914,1.50150071,282,95442,102677,0,COL_0013_m2_e0.0_3ec98a1f5b234b33.json
COL,0013,2,apex_open_merge,0.2,epsilon_cover,True,5,exact,237,2,0.002998522270397652,0.798865252,0.668265534,0.011305374,1.48249451,89,0,1,0,COL_0013_m2_e0.2_03c932a529651d4e.json
COL,0013,3,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.809863074,0.976426156,0.021300168,1.812387206,89,20376,20376,6667,COL_0013_m3_e0.2_43a82bbfe1c9a8cf.json
COL,0013,5,apex_open_merge,0.2,epsilon_cover,True,12,unavailable_single_config,12,1,,0.951605763,1.124680788,0.126135695,2.214435238,119,156223,157094,39974,COL_0013_m5_e0.2_2bfc66907717eec6.json
COL,0014,2,NAMOA_dr_goal_epsilon,0.0,exact,True,62,exact,62,2,0.0,0.804315254,0.566690728,0.015561647,1.388726687,298,23934,26596,0,COL_0014_m2_e0.0_1c66f1f9a73f46f0.json
COL,0014,2,apex_open_merge,0.2,epsilon_cover,True,5,exact,62,2,0.010563550178619208,0.778213977,0.535267494,0.011526046,1.327946593,89,0,1,0,COL_0014_m2_e0.2_60f2478c113b67a5.json
COL,0014,3,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.80483525,0.644543355,0.011356061,1.464490432,89,0,1,0,COL_0014_m3_e0.2_ee9b964c1b30f200.json
COL,0014,5,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.980079901,1.024822339,0.096967398,2.111374235,102,125583,126097,30353,COL_0014_m5_e0.2_ac1c4a36a2804d15.json
COL,0015,2,NAMOA_dr_goal_epsilon,0.0,exact,True,531,exact,531,2,0.0,0.801679754,1.35758263,1.123293987,3.289210054,303,1239054,1468951,0,COL_0015_m2_e0.0_7c5575d356e4364c.json
COL,0015,2,apex_open_merge,0.2,epsilon_cover,True,7,exact,531,2,0.0672082165692951,0.955882484,1.43687692,0.01224185,2.40848982,89,0,1,0,COL_0015_m2_e0.2_693119b689ff0c65.json
COL,0015,3,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.972792678,1.355408832,0.490746427,2.834535804,158,429377,429377,129036,COL_0015_m3_e0.2_b3e89f7decff1752.json
COL,0015,5,apex_open_merge,0.2,epsilon_cover,True,19,unavailable_single_config,19,1,,0.816190204,1.333679387,2.101060124,4.285362579,326,1205082,1213761,392883,COL_0015_m5_e0.2_ed90613db0d8d7e7.json
COL,0016,2,NAMOA_dr_goal_epsilon,0.0,exact,True,20,exact,20,2,0.0,0.949648641,0.581295163,0.009216538,1.542133936,303,6410,7468,0,COL_0016_m2_e0.0_99fd7ebfaeb65d74.json
COL,0016,2,apex_open_merge,0.2,epsilon_cover,True,4,exact,20,2,0.03300036380110383,0.791578201,0.544990525,0.011599251,1.351010844,89,0,1,0,COL_0016_m2_e0.2_79e1baa25ba94d8c.json
COL,0016,3,apex_open_merge,0.2,epsilon_cover,True,8,unavailable_single_config,8,1,,0.776545209,0.628583645,0.011783663,1.41987477,89,0,1,0,COL_0016_m3_e0.2_a08441fa204e6ace.json
COL,0016,5,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.806046564,0.785191852,0.012848075,1.607454316,89,219,219,18,COL_0016_m5_e0.2_67b45ba0df365244.json
COL,0017,2,NAMOA_dr_goal_epsilon,0.0,exact,True,390,exact,390,2,0.0,0.809790003,1.34030884,3.469629964,5.627914208,323,2397919,2889950,0,COL_0017_m2_e0.0_79637df9c9968d38.json
COL,0017,2,apex_open_merge,0.2,epsilon_cover,True,7,exact,390,2,0.011540594363279366,0.97305521,1.544670707,0.014671438,2.537046187,89,0,1,0,COL_0017_m2_e0.2_cba40d2fa67e298c.json
COL,0017,3,apex_open_merge,0.2,epsilon_cover,True,11,unavailable_single_config,11,1,,0.799779523,1.28561626,1.40436566,3.509715524,326,1094841,1094841,394296,COL_0017_m3_e0.2_b279c8cef824a8c5.json
COL,0017,5,apex_open_merge,0.2,time_limit,False,14,unavailable_single_config,14,1,,0.975402353,1.55482684,30.00031275,32.63891655,1945,11009714,11035660,4407457,COL_0017_m5_e0.2_cd2598440b896bd0.json
COL,0018,2,NAMOA_dr_goal_epsilon,0.0,exact,True,94,exact,94,2,0.0,0.976576411,1.154226574,0.290484104,2.426171388,312,413270,503861,0,COL_0018_m2_e0.0_07e732475502d875.json
COL,0018,2,apex_open_merge,0.2,epsilon_cover,True,5,exact,94,2,0.027525285528879007,0.956247067,1.118723906,0.012380851,2.090757821,92,0,1,0,COL_0018_m2_e0.2_523487c49501a30c.json
COL,0018,3,apex_open_merge,0.2,epsilon_cover,True,9,unavailable_single_config,9,1,,0.803394952,0.97927024,0.014369453,1.801207998,92,0,1,0,COL_0018_m3_e0.2_61189f6e99448e01.json
COL,0018,5,apex_open_merge,0.2,epsilon_cover,True,31,unavailable_single_config,31,1,,0.917604553,1.173499263,2.044673196,4.18433708,328,1164594,1167024,440338,COL_0018_m5_e0.2_93e4188683cb0707.json
COL,0019,2,NAMOA_dr_goal_epsilon,0.0,exact,True,10,exact,10,2,0.0,0.94908475,1.200039959,0.007896458,2.158881906,323,4369,5083,0,COL_0019_m2_e0.0_e58284451374705d.json
COL,0019,2,apex_open_merge,0.2,epsilon_cover,True,3,exact,10,2,0.0028977457752916713,0.976769664,1.305230308,0.012706878,2.298977909,93,0,1,0,COL_0019_m2_e0.2_f969d8cfb4e3bccc.json
COL,0019,3,apex_open_merge,0.2,epsilon_cover,True,7,unavailable_single_config,7,1,,0.799339704,0.982405902,0.011911742,1.796789135,93,0,1,0,COL_0019_m3_e0.2_97f97c54249962b4.json
COL,0019,5,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.801134615,1.044335149,0.011219996,1.859926445,93,0,1,0,COL_0019_m5_e0.2_ca74d14f1325bebe.json
COL,0020,2,NAMOA_dr_goal_epsilon,0.0,exact,True,433,exact,433,2,0.0,0.966383622,1.532118492,9.156520077,11.67001273,547,5595646,6387585,0,COL_0020_m2_e0.0_27f0385d19476edf.json
COL,0020,2,apex_open_merge,0.2,epsilon_cover,True,6,exact,433,2,0.04301618501367166,0.955047627,1.448340714,0.014133495,2.420994099,93,0,1,0,COL_0020_m2_e0.2_8ac0bbf778a2592d.json
COL,0020,3,apex_open_merge,0.2,epsilon_cover,True,11,unavailable_single_config,11,1,,0.782592304,1.239297514,0.149664094,2.184147186,126,220532,220532,55627,COL_0020_m3_e0.2_57772a4b1f88d94a.json
COL,0020,5,apex_open_merge,0.2,epsilon_cover,True,14,unavailable_single_config,14,1,,0.801848422,1.419431616,20.52884815,22.85926627,1048,7649602,7660088,2561326,COL_0020_m5_e0.2_094d2d69bbfe7cb5.json
COL,0021,2,NAMOA_dr_goal_epsilon,0.0,exact,True,81,exact,81,2,0.0,0.960063552,0.829948431,0.122606543,1.914644809,485,157185,187148,0,COL_0021_m2_e0.0_d94141c29c52e473.json
COL,0021,2,apex_open_merge,0.2,epsilon_cover,True,5,exact,81,2,0.014550385542782207,0.818764903,0.718305489,0.01309974,1.554483286,95,0,1,0,COL_0021_m2_e0.2_bc0f19281bf4e195.json
COL,0021,3,apex_open_merge,0.2,epsilon_cover,True,9,unavailable_single_config,9,1,,0.960311904,0.84682101,0.013102631,1.823571884,96,0,1,0,COL_0021_m3_e0.2_388f594913e62374.json
COL,0021,5,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.797143919,1.021106865,0.013270503,1.836299511,96,0,1,0,COL_0021_m5_e0.2_f0f2e0ee56ab47b8.json
COL,0022,2,NAMOA_dr_goal_epsilon,0.0,exact,True,870,exact,870,2,0.0,0.797309165,1.122699498,0.991964963,2.916119853,490,854430,932367,0,COL_0022_m2_e0.0_2cbab59021af142c.json
COL,0022,2,apex_open_merge,0.2,epsilon_cover,True,8,exact,870,2,0.035862009378239135,0.800800889,1.025021477,0.011118086,1.839796755,96,0,1,0,COL_0022_m2_e0.2_eba1c500c7334dc0.json
COL,0022,3,apex_open_merge,0.2,epsilon_cover,True,12,unavailable_single_config,12,1,,0.962227605,1.132090786,0.01149647,2.110162522,96,0,1,0,COL_0022_m3_e0.2_6c3c35f3332d5797.json
COL,0022,5,apex_open_merge,0.2,epsilon_cover,True,13,unavailable_single_config,13,1,,0.789580972,1.103612186,0.269686089,2.173602728,158,310090,311364,63970,COL_0022_m5_e0.2_1ea2879b6e17fd53.json
COL,0023,2,NAMOA_dr_goal_epsilon,0.0,exact,True,25,exact,25,2,0.0,0.807838207,1.275150337,0.015358936,2.100468198,485,18147,21158,0,COL_0023_m2_e0.0_949ad02980aa5e8a.json
COL,0023,2,apex_open_merge,0.2,epsilon_cover,True,4,exact,25,2,0.003086025199543041,0.973558303,1.45203104,0.013314909,2.443457774,97,0,1,0,COL_0023_m2_e0.2_2a8dbfcb839d475f.json
COL,0023,3,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.821538502,1.455914854,0.013432174,2.29497328,97,0,1,0,COL_0023_m3_e0.2_80eb6f2ccd2d933d.json
COL,0023,5,apex_open_merge,0.2,epsilon_cover,True,12,unavailable_single_config,12,1,,0.801890167,1.337006882,0.573667891,2.724936706,214,625124,625765,227379,COL_0023_m5_e0.2_1e3021a07ba71361.json
COL,0024,2,NAMOA_dr_goal_epsilon,0.0,exact,True,9,exact,9,2,0.0,0.949311738,0.665113302,0.007575013,1.624163055,490,1420,1457,0,COL_0024_m2_e0.0_237bfef0fb2c1b8c.json
COL,0024,2,apex_open_merge,0.2,epsilon_cover,True,3,exact,9,2,0.0010288087429859427,0.952772895,0.688651787,0.013708046,1.658522699,100,0,1,0,COL_0024_m2_e0.2_5acb590c1cbd0206.json
COL,0024,3,apex_open_merge,0.2,epsilon_cover,True,8,unavailable_single_config,8,1,,0.785195563,0.744876295,0.020342317,1.555355538,101,27307,27307,4518,COL_0024_m3_e0.2_f8063309a7a39741.json
COL,0024,5,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.987429355,1.062409371,0.032202164,2.08745942,102,35398,35524,6788,COL_0024_m5_e0.2_377a0f889e20a986.json
COL,0025,2,NAMOA_dr_goal_epsilon,0.0,exact,True,258,exact,258,2,0.0,0.815839785,1.25599019,0.657392109,2.732980145,517,659192,803975,0,COL_0025_m2_e0.0_e55c95d86a5a682a.json
COL,0025,2,apex_open_merge,0.2,epsilon_cover,True,6,exact,258,2,0.005698144590060572,0.800184,1.199488282,0.014982973,2.018883409,102,0,1,0,COL_0025_m2_e0.2_3198ffab4a3da893.json
COL,0025,3,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.821704669,1.181910103,0.057364545,2.067112916,102,83335,83335,23567,COL_0025_m3_e0.2_825682128a685fb2.json
COL,0025,5,apex_open_merge,0.2,epsilon_cover,True,12,unavailable_single_config,12,1,,0.796118572,1.152360257,1.88452796,3.852208748,332,1144696,1144696,411166,COL_0025_m5_e0.2_8a83e192bc205f9f.json
COL,0026,2,NAMOA_dr_goal_epsilon,0.0,exact,True,176,exact,176,2,0.0,0.946868317,1.184071585,1.087785959,3.222453568,517,871343,1073251,0,COL_0026_m2_e0.0_0d875190f2c9a406.json
COL,0026,2,apex_open_merge,0.2,epsilon_cover,True,6,exact,176,2,0.007378579101579907,0.802980491,1.153834795,0.013718037,1.97466285,106,0,1,0,COL_0026_m2_e0.2_7c993f35dc8b5c42.json
COL,0026,3,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.797224443,1.244793988,0.020645394,2.067346841,107,14296,14296,5708,COL_0026_m3_e0.2_dcf79c411297b265.json
COL,0026,5,apex_open_merge,0.2,epsilon_cover,True,14,unavailable_single_config,14,1,,0.782445145,1.258292936,1.236214417,3.298179136,221,1035683,1040834,305723,COL_0026_m5_e0.2_d0d9d9aebccbee99.json
COL,0027,2,NAMOA_dr_goal_epsilon,0.0,exact,True,197,exact,197,2,0.0,0.790420337,0.87743476,0.164357461,1.834371923,517,268586,286468,0,COL_0027_m2_e0.0_b441a7d577781e0c.json
COL,0027,2,apex_open_merge,0.2,epsilon_cover,True,4,exact,197,2,0.008522553786051157,0.792781958,0.917861696,0.013443439,1.728535818,110,0,1,0,COL_0027_m2_e0.2_c17bd56c6b8356fa.json
COL,0027,3,apex_open_merge,0.2,epsilon_cover,True,9,unavailable_single_config,9,1,,0.791645138,1.093589463,0.013678537,1.903247227,110,0,1,0,COL_0027_m3_e0.2_2a9f46f9044b608e.json
COL,0027,5,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.953769304,1.240288527,0.012069606,2.209350227,110,0,1,0,COL_0027_m5_e0.2_5a3df7c211d38260.json
COL,0028,2,NAMOA_dr_goal_epsilon,0.0,exact,True,2702,exact,2702,2,0.0,0.814276335,1.067217486,14.87242463,16.76913749,547,4426975,4881215,0,COL_0028_m2_e0.0_4f6067ae8b6d02bb.json
COL,0028,2,apex_open_merge,0.2,epsilon_cover,True,6,exact,2702,2,0.048620548768275595,0.970123963,1.2064981,0.013630374,2.194122822,110,0,1,0,COL_0028_m2_e0.2_8623dd72e524353f.json
COL,0028,3,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.976178296,1.176801563,0.016309295,2.173931579,111,0,1,0,COL_0028_m3_e0.2_6544f9ab92ecba82.json
COL,0028,5,apex_open_merge,0.2,epsilon_cover,True,15,unavailable_single_config,15,1,,0.969071714,1.243043746,6.343288302,8.604168694,558,3652011,3662274,1401790,COL_0028_m5_e0.2_9020915cf0987f4f.json
COL,0029,2,NAMOA_dr_goal_epsilon,0.0,exact,True,30,exact,30,2,0.0,0.960104161,0.647780887,0.014553805,1.624656782,517,16274,19411,0,COL_0029_m2_e0.0_48e441b740edf436.json
COL,0029,2,apex_open_merge,0.2,epsilon_cover,True,4,exact,30,2,0.008738184086922729,0.800531653,0.525951108,0.012305831,1.342551219,111,0,1,0,COL_0029_m2_e0.2_e260df17e9eafb32.json
COL,0029,3,apex_open_merge,0.2,epsilon_cover,True,9,unavailable_single_config,9,1,,0.889017407,0.761181656,0.017861667,1.672375922,112,3761,3761,988,COL_0029_m3_e0.2_248756d74c95aa0f.json
COL,0029,5,apex_open_merge,0.2,epsilon_cover,True,12,unavailable_single_config,12,1,,0.801843729,0.78550232,0.016480575,1.608099179,113,8580,8614,1365,COL_0029_m5_e0.2_5fcb9cc2558c6dc9.json
COL,0030,2,NAMOA_dr_goal_epsilon,0.0,exact,True,844,exact,844,2,0.0,0.811959003,1.425804696,1.71181079,3.954938381,541,1294144,1433229,0,COL_0030_m2_e0.0_63739fa5e53a6d49.json
COL,0030,2,apex_open_merge,0.2,epsilon_cover,True,7,exact,844,2,0.022629475524947207,0.791603627,1.44437849,0.013539105,2.253605378,113,0,1,0,COL_0030_m2_e0.2_1378c3e115651a71.json
COL,0030,3,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.815934294,1.479760046,0.01243144,2.311687284,118,0,1,0,COL_0030_m3_e0.2_100dfa7dea94f96a.json
COL,0030,5,apex_open_merge,0.2,epsilon_cover,True,14,unavailable_single_config,14,1,,0.970110125,1.585511939,0.32669488,2.89515296,158,339362,340607,87103,COL_0030_m5_e0.2_0ded776f282c2cf7.json
NY,0001,2,NAMOA_dr_goal_epsilon,0.0,exact,True,88,exact,88,2,0.0,0.559265742,0.620218796,0.03993407,1.220678662,63,77662,93113,0,NY_0001_m2_e0.0_7108b8241b83180b.json
NY,0001,2,apex_open_merge,0.2,epsilon_cover,True,3,exact,88,2,0.02790950412103399,0.77454927,0.675422178,0.008523694,1.460408986,63,0,1,0,NY_0001_m2_e0.2_989b9a445b790f84.json
NY,0001,3,apex_open_merge,0.2,epsilon_cover,True,9,unavailable_single_config,9,1,,0.772171662,0.647709289,0.008683498,1.430667156,63,0,1,0,NY_0001_m3_e0.2_330c91de6c176baa.json
NY,0001,5,apex_open_merge,0.2,epsilon_cover,True,11,unavailable_single_config,11,1,,0.773344701,0.759071915,0.009572642,1.544055716,63,0,1,0,NY_0001_m5_e0.2_a333728871f493ec.json
NY,0002,2,NAMOA_dr_goal_epsilon,0.0,exact,True,21,exact,21,2,0.0,0.790159345,0.29033703,0.007076499,1.08891581,63,3798,4402,0,NY_0002_m2_e0.0_43229c62d1c89d28.json
NY,0002,2,apex_open_merge,0.2,epsilon_cover,True,4,exact,21,2,0.01319104869390908,0.773071605,0.279606789,0.009556277,1.064665792,63,0,1,0,NY_0002_m2_e0.2_69065eb2824512e8.json
NY,0002,3,apex_open_merge,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.771368216,0.364497227,0.009178037,1.147335105,63,0,1,0,NY_0002_m3_e0.2_39af8bb0a028a774.json
NY,0002,5,apex_open_merge,0.2,epsilon_cover,True,9,unavailable_single_config,9,1,,0.770636699,0.514705641,0.008370019,1.296132188,63,0,1,0,NY_0002_m5_e0.2_aa3426a34fdfb70f.json
