dataset,query_id,scheme,original_feasible,disrupted_feasible,original_path_blocked,surviving_candidates,path_changed,original_scalar,original_optimal_scalar,disrupted_optimal_scalar,surviving_best_scalar,original_score,original_optimal_score,disrupted_score,original_candidate_gap,intrinsic_closure_relative_loss,recommendation_relative_change,gain_over_surviving_candidate,scalar_seconds,reference_seconds,replan_seconds,expanded,original_c1,disrupted_c1,delta_c1,relative_c1,original_c2,disrupted_c2,delta_c2,relative_c2,original_c3,disrupted_c3,delta_c3,relative_c3,original_c4,disrupted_c4,delta_c4,relative_c4,original_c5,disrupted_c5,delta_c5,relative_c5
BAY,0013,time_priority,True,True,True,11,True,45410288185776317513360,44532967231359779921560,49370736314083536334300,54428080332899988745600,0.2174389186134116,0.196138713125538,0.31359342003314666,0.01970048278747379,0.10863343234216462,0.08721477635430938,0.10243606630946256,0.043491471,0.087699273,0.009077945,14772,1289635,1315635,26000,0.02016074315600926,1568000,2075596,507596,0.3237219387755102,2440,2466,26,0.010655737704918032,2456,1918,-538,-0.21905537459283386,472,362,-110,-0.2330508474576271
BAY,0013,stable_priority,True,True,True,11,True,44400908756061335589050,44400908756061335589050,46171420270568866412780,49237982781019668513210,0.29429894174383725,0.29429894174383725,0.3372846459924464,0.0,0.039875569309509494,0.039875569309509494,0.06641689799621621,0.038875335,0.084619849,0.002653542,5387,1330632,1351720,21088,0.01584810826734965,1982166,2373800,391634,0.19757881025100824,2178,2418,240,0.11019283746556474,1730,1652,-78,-0.04508670520231214,335,314,-21,-0.0626865671641791
BAY,0013,balanced,True,True,True,11,True,53191023057762995347720,52964950856853891888320,54321731157173755887360,55774812672466105073920,0.30327059028189474,0.29778185288172376,0.33072270429217676,0.004268335894808986,0.02561656866229851,0.021257498623082766,0.026749543586672947,0.038497893,0.084879364,0.001732853,2739,1330632,1208630,-122002,-0.091687258385489,1982166,2851137,868971,0.4383946652298546,2178,3556,1378,0.6326905417814509,1730,1296,-434,-0.2508670520231214,335,239,-96,-0.2865671641791045
BAY,0013,time_shortest,True,True,True,11,True,32208864036233566219200,32208864036233566219200,40210389364066767144000,52712977525830020318400,0.0,0.0,0.19426657124885366,0.0,0.2484261884812775,0.2484261884812775,0.3109292986089796,0.038454537,0.08837482,0.015743749,47306,1400723,1413746,13023,0.009297341444382651,1552759,1938505,385746,0.2484261884812775,2310,2622,312,0.13506493506493505,2490,2950,460,0.18473895582329317,500,556,56,0.112
BAY,0014,time_priority,True,True,True,6,True,573305231037815328580,573305231037815328580,609777678489053822420,652053611573719582460,0.10360413315041335,0.10360413315041335,0.19843512172493638,0.0,0.06361785219579265,0.06361785219579265,0.06933007647872545,0.042977101,0.080382804,0.006154608,5642,1130334,1098843,-31491,-0.027859906894776236,1407076,1509748,102672,0.07296834001859175,1598,1926,328,0.20525657071339173,1738,2020,282,0.1622554660529344,342,379,37,0.10818713450292397
BAY,0014,stable_priority,True,True,True,6,True,605369941211704939640,605265473256824450410,645760271757541575280,686286316113631194770,0.1912631078777313,0.19099148367568342,0.296280874498254,0.00017259856954728638,0.06690419376281603,0.0667200794030037,0.06275710372487209,0.039036207,0.075412772,0.002836377,6499,1138101,1151983,13882,0.012197511468665786,1436385,1856339,419954,0.2923686894530366,1544,1536,-8,-0.0051813471502590676,1742,1958,216,0.12399540757749714,341,369,28,0.08211143695014662
BAY,0014,balanced,True,True,True,6,True,739959007880171956360,739767950636652229120,768686380736992966480,795135419909585468920,0.20715867173639096,0.20666190915138696,0.28185190889310796,0.00025826645146670836,0.03909121782777049,0.038822924717301484,0.03440810171143396,0.038279047,0.074024215,0.001928766,3727,1130334,1066090,-64244,-0.05683629794379361,1407076,1776431,369355,0.26249825880051963,1598,2124,526,0.32916145181476847,1738,1764,26,0.014959723820483314,342,324,-18,-0.05263157894736842
BAY,0014,time_shortest,True,True,True,6,True,406632379891031008000,406632379891031008000,430560805790959084800,508971803237853696000,0.0,0.0,0.06221562965183864,0.0,0.05884535291149317,0.05884535291149317,0.18211364432684524,0.038207174,0.081217814,0.002632468,6306,1130268,1139291,9023,0.007983062424133037,1407010,1489806,82796,0.05884535291149317,1606,1960,354,0.22042341220423411,1738,2110,372,0.2140391254315305,342,405,63,0.18421052631578946
BAY,0015,time_priority,True,True,True,11,True,805506514931625445130,804868976722891946390,826944797747556759490,937877627938371344130,0.10931051408527709,0.10847347967677032,0.1374571884812817,0.0007921018540549322,0.027427844361139153,0.02661466098477314,0.13414780586681832,0.042940143,0.077551037,0.005690331,6219,2083652,2095519,11867,0.005695288848617716,2719608,2818648,99040,0.036417013040114604,4083,4085,2,0.0004898359049718344,3864,4062,198,0.05124223602484472,742,772,30,0.04043126684636118
BAY,0015,stable_priority,True,True,True,11,True,902905739871442515825,897743727999895194225,912072802155703101225,1074066811789941712425,0.18069590431972013,0.17391861396376018,0.19273149128805855,0.005749983776603922,0.015961207757732816,0.01015284528545118,0.17761083243723788,0.038750773,0.073238972,0.002476497,4666,2223401,2152887,-70514,-0.03171447705564583,3828039,3597107,-230932,-0.060326449129698,3841,3693,-148,-0.038531632387399116,2944,3378,434,0.14741847826086957,582,654,72,0.12371134020618557
BAY,0015,balanced,True,True,True,11,True,1021996963839487032660,1006925860872043913620,1027868342794739182620,1159658787641701564260,0.19654452240773712,0.17675742324240445,0.20425315248449996,0.01496744055653795,0.020798434856522725,0.00574500626028699,0.12821724277316357,0.038203489,0.072294481,0.002583779,6661,2223401,2152872,-70529,-0.03172122347700662,3828039,3593166,-234873,-0.06135595797221502,3841,3699,-142,-0.036969539182504556,2944,3378,434,0.14741847826086957,582,653,71,0.12199312714776632
BAY,0015,time_shortest,True,True,True,11,True,572201206567472592000,572201206567472592000,592191790960368654000,716096468235041124000,0.0,0.0,0.02624596730641897,0.0,0.03493628493518183,0.03493628493518183,0.20923065663192308,0.038143776,0.077989136,0.004024695,11220,2083652,2094219,10567,0.005071384281060369,2719608,2814621,95013,0.03493628493518183,4083,4107,24,0.005878030859662013,3864,4088,224,0.057971014492753624,742,776,34,0.04582210242587601
BAY,0016,time_priority,True,True,True,84,True,12342707864129775930,12342707864129775930,13543226747507047290,15492889579355290290,0.13424223694109164,0.13424223694109164,0.2260538290111409,0.0,0.09726543774613709,0.09726543774613709,0.14395851654829045,0.042818584,0.07807862,0.004123552,2305,642438,655992,13554,0.021097755736740356,773295,833680,60385,0.07808792246167374,453,501,48,0.10596026490066225,905,1065,160,0.17679558011049723,172,201,29,0.1686046511627907
BAY,0016,stable_priority,True,True,False,84,True,15664316750484302715,15615424404896784805,15615424404896784805,15664316750484302715,0.23050450082162868,0.22676538088725412,0.22676538088725412,0.003131028931380561,0.0,-0.0031212561879538268,0.003131028931380561,0.038198173,0.077996923,0.001538291,134,913568,905172,-8396,-0.009190339416441907,1815372,1794382,-20990,-0.011562368484255568,253,257,4,0.015810276679841896,771,765,-6,-0.007782101167315175,134,133,-1,-0.007462686567164179
BAY,0016,balanced,True,True,True,84,True,17413052586122756060,17411516060136377380,18124067563384678060,18771822828209117820,0.24991340763484277,0.2497958993648607,0.304289409505321,8.824768509943557e-05,0.040924150475310166,0.04083229943430836,0.035740060147043014,0.039247851,0.078459816,0.00119633,486,646212,702211,55999,0.08665731988882905,826612,1253051,426439,0.5158877441895351,431,427,-4,-0.009280742459396751,891,815,-76,-0.08529741863075196,167,157,-10,-0.059880239520958084
BAY,0016,time_shortest,True,True,True,84,True,7029529800379992000,7029529800379992000,7580378770448272000,9346078460726424000,0.0,0.0,0.042127051587761144,0.0,0.07836213597650628,0.07836213597650628,0.23293027218661475,0.042414329,0.09090936,0.001633107,2578,639517,653071,13554,0.02119411993739025,770589,830974,60385,0.07836213597650628,531,579,48,0.0903954802259887,1049,1209,160,0.15252621544327932,190,219,29,0.15263157894736842
BAY,0017,time_priority,True,True,True,5,True,14821437737574145393920,14810087979485188493400,15787224022831946563200,18362363650689958412940,0.16015712035556492,0.15923407438313256,0.2387019786556741,0.0007663531847129127,0.06597773387303835,0.06516144400818927,0.16311541687973574,0.043398527,0.072862691,0.004852045,1724,1790093,1972451,182358,0.10187068493089466,3079838,3368722,288884,0.0937984400478207,3022,3940,918,0.30377233620119126,2852,2438,-414,-0.14516129032258066,522,460,-62,-0.11877394636015326
BAY,0017,stable_priority,True,True,True,5,True,21108705231469451760195,20996661674576503734870,22374919956858709726035,24240436557769612564335,0.20181719943643125,0.19270499165927515,0.30479511256414055,0.005336255764344401,0.0656417817100444,0.05998542835784875,0.08337534187866695,0.038248091,0.072345711,0.001361549,1532,1898560,2301138,402578,0.2120438648238665,3744813,4744773,999960,0.26702534946337775,2938,3016,78,0.02654867256637168,2314,2376,62,0.02679343128781331,418,429,11,0.02631578947368421
BAY,0017,balanced,True,True,True,5,True,18935029640299244056260,18916756886266159047860,20483284557939633842200,21034241752906404395380,0.19949390761457553,0.19800783259136448,0.325409407735858,0.0009659559586744647,0.08281164055191705,0.08176670156064893,0.026897892933543763,0.038161117,0.070450857,0.001227314,1782,1898560,2045807,147247,0.07755720124726108,3744813,4434226,689413,0.1840981111740426,2938,3770,832,0.2831858407079646,2314,2114,-200,-0.08643042350907519,418,370,-48,-0.11483253588516747
BAY,0017,time_shortest,True,True,True,5,True,9222241007107328739000,9222241007107328739000,10005474869426808997500,15690485548473512430500,0.0,0.0,0.06369834990492673,0.0,0.08492880002982608,0.08492880002982608,0.5681899913034697,0.038075837,0.077494627,0.002109772,4988,1782050,2327055,545005,0.3058303639067366,3057726,3317415,259689,0.08492880002982608,3062,4194,1132,0.36969301110385366,2908,4302,1394,0.4793672627235213,534,816,282,0.5280898876404494
BAY,0018,time_priority,True,True,True,90,True,486476148642471271470,485824203996484268490,494346329260014963270,522880640461150292790,0.24610033427494002,0.2446771854365366,0.26328037934905146,0.0013419352939272678,0.0175415823119269,0.016177937272990068,0.05772129681603629,0.042705597,0.079973273,0.004600564,1672,1095935,1097426,1491,0.0013604821453827097,1147126,1194358,47232,0.041174204054306156,1589,1583,-6,-0.003775959723096287,2054,2086,32,0.01557935735150925,398,400,2,0.005025125628140704
BAY,0018,stable_priority,True,True,True,90,True,573505930730896177065,564837735028544274195,566724514534004432355,574820167472940989295,0.31536363152647023,0.2964415762250122,0.30056028182072086,0.015346346684705569,0.003340392095731368,-0.01182449183785993,0.014284988087366042,0.038136362,0.077601543,0.00117169,472,995351,1125824,130473,0.13108240208730387,1645781,2036946,391165,0.23767743095831098,979,951,-28,-0.028600612870275793,2046,1744,-302,-0.14760508308895406,354,321,-33,-0.09322033898305085
BAY,0018,balanced,True,True,False,90,True,595215130851077718380,595214694273801182500,595214694273801182500,595215130851077718380,0.2687981447276786,0.2687971917105048,0.2687971917105048,7.334786602816171e-07,0.0,-7.334781222910667e-07,7.334786602816171e-07,0.038137208,0.075884626,0.000891121,267,890171,889194,-977,-0.0010975419329544548,1876688,1874242,-2446,-0.0013033599618050523,1387,1389,2,0.0014419610670511895,1540,1542,2,0.0012987012987012987,265,265,0,0.0
BAY,0018,time_shortest,True,True,True,90,True,275396444665603234400,275396444665603234400,286690780021347332400,421992092072679100000,0.0,0.0,0.024654731565026494,0.0,0.041011187960171766,0.041011187960171766,0.47194162310087917,0.038093864,0.081444485,0.001625083,2618,1095935,1097239,1304,0.0011898515879135167,1147126,1194171,47045,0.041011187960171766,1589,1591,2,0.0012586532410320957,2054,2090,36,0.017526777020447908,398,401,3,0.007537688442211055
BAY,0019,time_priority,True,True,True,9,True,809539451851073860,809539451851073860,823659361685002800,932734754716022060,0.15600791482181103,0.15600791482181103,0.19645116799897533,0.0,0.017441904531820762,0.017441904531820762,0.13242779491740136,0.042432635,0.069039344,0.00373029,467,467026,465407,-1619,-0.0034666164196425894,546305,578647,32342,0.05920136187660739,977,981,4,0.0040941658137154556,1386,1392,6,0.004329004329004329,251,251,0,0.0
BAY,0019,stable_priority,True,True,True,9,True,897924370735723710,893646546486471370,899244525657828100,992418797856293050,0.2052515963844299,0.192998746954457,0.20903287830306175,0.004786930880079332,0.006264198293347823,0.0014702295261489642,0.10361394430542102,0.037811949,0.064639778,0.001532218,329,478347,474660,-3687,-0.00770779371460467,710702,704196,-6506,-0.00915432909996032,693,775,82,0.11832611832611832,1318,1296,-22,-0.01669195751138088,233,232,-1,-0.004291845493562232
BAY,0019,balanced,True,True,True,9,True,1192073209438040560,1178320135443381240,1184900289058080560,1255099413480139720,0.2594604041346452,0.22006786834141132,0.23891521380706343,0.011671763539442766,0.005584351329295857,-0.006017181095229388,0.05924475255032889,0.037883191,0.065140649,0.000910674,300,462715,467649,4934,0.01066315118377403,602516,641915,39399,0.06539079460130519,943,899,-44,-0.04665959703075292,1328,1284,-44,-0.03313253012048193,242,234,-8,-0.03305785123966942
BAY,0019,time_shortest,True,True,True,9,True,408657074626122000,408657074626122000,432850129984498800,610370095951904400,0.0,0.0,0.06929547528957032,0.0,0.05920136187660739,0.05920136187660739,0.4101187770782532,0.037730095,0.074910967,0.001398924,833,467026,465407,-1619,-0.0034666164196425894,546305,578647,32342,0.05920136187660739,977,981,4,0.0040941658137154556,1386,1392,6,0.004329004329004329,251,251,0,0.0
BAY,0020,time_priority,True,True,True,40,True,1415086355469061650680,1412535266500470170760,1572975975678046524960,1572975975678046524960,0.23710193873265847,0.23484010333415406,0.3770893466364591,0.0018060355936540652,0.11358350689187763,0.11157596114100674,0.0,0.042500478,0.078338918,0.0064581,9786,859641,805080,-54561,-0.06346951808952807,955778,1490207,534429,0.5591559964761692,1330,784,-546,-0.4105263157894737,1638,1376,-262,-0.15995115995115994,326,255,-71,-0.21779141104294478
BAY,0020,stable_priority,True,True,False,40,False,1370250466508030831950,1370250466508030831950,1370250466508030831950,1370250466508030831950,0.2695499228604988,0.2695499228604988,0.2695499228604988,0.0,0.0,0.0,0.0,0.038512829,0.07613934,0.000848989,0,805350,805350,0,0.0,1536499,1536499,0,0.0,772,772,0,0.0,1340,1340,0,0.0,247,247,0,0.0
BAY,0020,balanced,True,True,False,40,True,1766100192390901042200,1760677447526592873200,1760677447526592873200,1766100192390901042200,0.3077669501773042,0.3029590597265363,0.3029590597265363,0.003079919534339503,0.0,-0.003070462756117475,0.003079919534339503,0.03824272,0.074578363,0.001010906,235,805350,799142,-6208,-0.007708449742348048,1536499,1582822,46323,0.03014840881770831,772,918,146,0.18911917098445596,1340,1240,-100,-0.07462686567164178,247,234,-13,-0.05263157894736842
BAY,0020,time_shortest,True,True,True,40,True,876350896783117147000,876350896783117147000,1127459281404892304000,1292362956290735714000,0.0,0.0,0.222636623101539,0.0,0.28653862915361455,0.28653862915361455,0.1462613130297371,0.038235226,0.083025183,0.006385559,20344,858043,890791,32748,0.03816591942361863,952273,1225136,272863,0.28653862915361455,1350,1394,44,0.03259259259259259,1670,2022,352,0.21077844311377245,332,381,49,0.14759036144578314
BAY,0021,time_priority,True,True,False,10,True,7660768806348836620,7625565621160657050,7625565621160657050,7660768806348836620,0.27122241775351,0.2659663133035374,0.2659663133035374,0.004616468723381261,0.0,-0.004595254872984164,0.004616468723381261,0.04240894,0.070003196,0.003447107,231,904878,896243,-8635,-0.009542722886400156,1420988,1395084,-25904,-0.018229569848584225,467,483,16,0.034261241970021415,1301,1299,-2,-0.0015372790161414297,230,230,0,0.0
BAY,0021,stable_priority,True,True,False,10,True,9190417357015930490,9126035940824827555,9126035940824827555,9190417357015930490,0.25297482351043216,0.24336218629227446,0.24336218629227446,0.007054696760846202,0.0,-0.007005276658296089,0.007054696760846202,0.037891308,0.069644875,0.001833833,194,1031094,1040785,9691,0.009398755108651588,2001139,2111647,110508,0.05522255075734369,359,343,-16,-0.04456824512534819,1111,1107,-4,-0.0036003600360036,194,193,-1,-0.005154639175257732
BAY,0021,balanced,True,True,False,10,True,9975976248352163000,9942096428672262360,9942096428672262360,9975976248352163000,0.2989241459798287,0.29386563010883904,0.29386563010883904,0.0034077138481773094,0.0,-0.0033961407722373966,0.0034077138481773094,0.038096461,0.06625651,0.000882113,195,1031094,993122,-37972,-0.036826904239574666,2001139,2022298,21159,0.010573478404048894,359,369,10,0.027855153203342618,1111,1127,16,0.0144014401440144,194,194,0,0.0
BAY,0021,time_shortest,True,True,True,10,True,3714561826156420200,3714561826156420200,3854233098356235000,5016205877285306400,0.0,0.0,0.02085398782577438,0.0,0.03760100887709205,0.03760100887709205,0.3014796327250246,0.037674447,0.081849323,0.001144506,664,809178,814771,5593,0.006911952623526591,1052259,1091825,39566,0.03760100887709205,603,607,4,0.006633499170812604,1705,1727,22,0.012903225806451613,314,317,3,0.009554140127388535
BAY,0022,time_priority,True,True,True,4,True,315425607419179649408660,314696137856310831960120,333150376393690882912580,455026226204286563159040,0.158250570422167,0.15620104245062985,0.20805033130516853,0.0023180124415822694,0.05864145223735218,0.056193183297753614,0.36582834193341085,0.042961372,0.070489822,0.007925751,15333,1782916,1896926,114010,0.06394580563526268,1906250,2184855,278605,0.14615344262295082,2016,2150,134,0.06646825396825397,3424,3336,-88,-0.02570093457943925,663,628,-35,-0.05279034690799397
BAY,0022,stable_priority,True,True,True,4,True,390434943372858440813050,383001711684446154667710,388317570135837570181170,436669330339661132159180,0.19642949593743264,0.17554498335488772,0.1904804942294082,0.019407828899042887,0.013879463953339022,-0.00542311407562416,0.12451602482707545,0.037752423,0.078742155,0.001767226,2980,1972298,1954648,-17650,-0.00894895193322713,4207021,4440339,233318,0.05545919547347161,1632,1554,-78,-0.04779411764705882,2534,2558,24,0.009471191791633781,447,444,-3,-0.006711409395973154
BAY,0022,balanced,True,True,True,4,True,440761548160527379739880,433588425453373894532560,440305387847463144427600,493596306587483023123880,0.24688686243820626,0.22673315571772007,0.2456052279893973,0.01654362129167318,0.015491562965652923,-0.0010349367247845759,0.12103172073488612,0.038108262,0.07068518,0.00335867,7905,1795286,1918731,123445,0.06876063201072141,3199130,4228200,1029070,0.3216718295286531,1700,1618,-82,-0.04823529411764706,2980,2606,-374,-0.12550335570469798,543,455,-88,-0.16206261510128914
BAY,0022,time_shortest,True,True,True,4,True,165312499474663783656400,165312499474663783656400,180498583936522878390000,416456145821090103194200,0.0,0.0,0.042667037073215335,0.0,0.09186289306687637,0.09186289306687637,1.3072543658710805,0.038409431,0.079559802,0.00642044,20205,1754789,1793298,38509,0.021945088554806303,1859162,2029950,170788,0.09186289306687637,2550,2752,202,0.0792156862745098,3916,4444,528,0.1348314606741573,755,836,81,0.10728476821192053
BAY,0023,time_priority,True,True,True,2,True,292879804370736991101050,292741501966611019170510,330280210484860646012070,654553065798180760542150,0.07209044734265667,0.07181449664708343,0.14671437125155204,0.0004724386641349752,0.12823159089527097,0.12769882237008387,0.981811337825171,0.042410351,0.07929005,0.010538069,24686,1186802,1215324,28522,0.02403265245592778,1302441,1727444,425003,0.326312669825351,2415,2621,206,0.08530020703933748,2693,2641,-52,-0.019309320460453028,541,525,-16,-0.029574861367837338
BAY,0023,stable_priority,True,True,True,2,True,336808095328343533542165,335752844258606332578615,349281939028507653861945,573968472015251073667725,0.12545258050828914,0.12334706926617695,0.15034127183137566,0.00314294007565999,0.04029480316026997,0.03703546284421628,0.6432812804798503,0.038574076,0.075172937,0.003854687,10759,1197172,1231906,34734,0.029013374853404522,1431500,1889079,457579,0.3196500174641984,2241,2433,192,0.0856760374832664,2521,2453,-68,-0.02697342324474415,507,489,-18,-0.03550295857988166
BAY,0023,balanced,True,True,True,2,True,389538826548341772502460,389512164911657913461060,403628004156088850705580,629534505160220132400300,0.11908711022186481,0.11903391304691673,0.14719882950457042,6.844879078399503e-05,0.03623979047646031,0.036168865970536604,0.5596898596678389,0.038006173,0.0748313,0.004261854,9988,1197172,1227051,29879,0.02495798431637225,1431500,1876953,445453,0.3111791826755152,2241,2449,208,0.0928157072735386,2521,2455,-66,-0.026180087266957558,507,489,-18,-0.03550295857988166
BAY,0023,time_shortest,True,True,True,2,True,183644148846713027942000,183644148846713027942000,217236729134432038136000,679571626436141388684000,0.0,0.0,0.0670262816838116,0.0,0.18292213772494648,0.18292213772494648,2.1282538139100957,0.038156562,0.083749178,0.011236384,37907,1223432,1302080,78648,0.06428473343839299,1286695,1522060,235365,0.18292213772494648,2497,2457,-40,-0.016019223067681217,2867,3815,948,0.3306592256714336,577,746,169,0.292894280762565
BAY,0024,time_priority,True,True,True,7,True,12674433253940204390,12642602427613601440,12849754983816767680,16666123414657640620,0.07392056468628656,0.07227535460172207,0.08298225460525495,0.0025177432027031865,0.016385278061952634,0.013832707653579666,0.29699931521241313,0.042385226,0.077636597,0.004271728,738,644241,645042,801,0.0012433235388620097,737452,767110,29658,0.0402168547919051,1946,1968,22,0.011305241521068859,1993,1985,-8,-0.004014049172102358,360,354,-6,-0.016666666666666666
BAY,0024,stable_priority,True,True,True,7,True,17313222188146357920,17070328113500853290,17166333002740632190,20129156105566764930,0.12923442957897432,0.11668019121307421,0.12164230593558059,0.014229022021750167,0.00562407990059951,-0.008484219968383161,0.17259499174070045,0.03814092,0.071513445,0.001027374,430,641611,650330,8719,0.013589230857949755,842006,933385,91379,0.10852535492621193,1778,1720,-58,-0.03262092238470191,1923,1901,-22,-0.011440457618304731,339,332,-7,-0.02064896755162242
BAY,0024,balanced,True,True,True,7,True,16753873027125651900,16635874335974076260,16714496521827747840,20800250035340645240,0.09889064570291228,0.09279175795629625,0.0968554291820997,0.007093026117443709,0.004726062740426924,-0.0023502926895859148,0.2444437083807605,0.038054079,0.071486045,0.0010769,429,641611,648956,7345,0.011447746375919365,842006,919216,77210,0.09169768386448553,1778,1808,30,0.01687289088863892,1923,1857,-66,-0.0343213728549142,339,325,-14,-0.04129793510324484
BAY,0024,time_shortest,True,True,True,7,True,7647920302131093600,7647920302131093600,7947994397039532000,12531996793974636000,0.0,0.0,0.015509648477058834,0.0,0.039236038433196375,0.039236038433196375,0.5767495757977072,0.038305994,0.079572855,0.001199684,1162,664765,665141,376,0.0005656134122584672,697522,724890,27368,0.039236038433196375,2272,2292,20,0.008802816901408451,2167,2173,6,0.0027688047992616522,390,390,0,0.0
BAY,0025,time_priority,True,True,True,0,True,261883361667102386710,260806320472465748610,284156119265670147970,,0.2058415838767172,0.19907340118863992,0.3458047469804511,0.004129659099846643,0.08952926735404605,0.08504838740721592,,0.043122927,0.074180824,0.007972023,14239,1142355,1225689,83334,0.07294930209961002,1642847,1899448,256601,0.15619287736472112,1720,1750,30,0.01744186046511628,2409,2415,6,0.0024906600249066002,454,458,4,0.00881057268722467
BAY,0025,stable_priority,True,True,True,0,True,283489335252545301455,282939339125006463035,284743516642790604875,,0.27241159158667516,0.2689553874159761,0.28029293244479414,0.001943865880367532,0.006376552385269521,0.004424086673765068,,0.038037249,0.071144945,0.001597749,842,1199095,1222555,23460,0.019564755086127456,2189438,2626126,436688,0.1994520968394629,1318,1324,6,0.004552352048558422,2217,2107,-110,-0.04961659900766802,418,385,-33,-0.07894736842105263
BAY,0025,balanced,True,True,True,0,True,345960455387393841180,342199166754006769820,347130158484939832740,,0.2850036235848231,0.2613674908722385,0.2923540984732716,0.01099151897143838,0.014409712851456926,0.0033810312113163364,,0.038117412,0.070938773,0.00159983,2671,1132373,1182762,50389,0.044498588362668484,1752894,2210906,458012,0.2612890454300146,1644,1788,144,0.08759124087591241,2365,2071,-294,-0.12431289640591967,446,378,-68,-0.15246636771300448
BAY,0025,time_shortest,True,True,True,0,True,157647372438902346000,157647372438902346000,184045399649028918000,,0.0,0.0,0.16588657114758615,0.0,0.16744983948500228,0.16744983948500228,,0.037957803,0.076569635,0.009895141,31683,1382448,1410703,28255,0.020438381769151533,1481793,1729919,248126,0.16744983948500228,2430,2770,340,0.13991769547325103,3031,3297,266,0.08775981524249422,570,608,38,0.06666666666666667
BAY,0026,time_priority,True,True,True,23,True,458339674960272160,454753785953435920,462125841632177660,470220218600785780,0.20260532822398797,0.19668587779080493,0.20885538947892007,0.007885341733479078,0.016211092477846013,0.008260612988028314,0.017515525511448724,0.042767512,0.076265952,0.003481179,309,490782,569547,78765,0.16048877098182085,567720,846726,279006,0.49145001056859017,596,392,-204,-0.3422818791946309,1162,870,-292,-0.2512908777969019,215,160,-55,-0.2558139534883721
BAY,0026,stable_priority,True,True,False,23,True,566841076573659300,563030797549387500,563030797549387500,566841076573659300,0.23070402962731332,0.22441416460980304,0.22441416460980304,0.006767443345650329,0.0,-0.006721952910158701,0.006767443345650329,0.038011373,0.075587379,0.001422749,158,565533,569702,4169,0.007371806773433204,915321,960450,45129,0.04930401465715306,364,340,-24,-0.06593406593406594,854,886,32,0.03747072599531616,155,157,2,0.012903225806451613
BAY,0026,balanced,True,True,False,23,False,581526838602187160,581526838602187160,581526838602187160,581526838602187160,0.21943415930305452,0.21943415930305452,0.21943415930305452,0.0,0.0,0.0,0.0,0.038038369,0.073000651,0.000851662,0,565533,565533,0,0.0,915321,915321,0,0.0,364,364,0,0.0,854,854,0,0.0,155,155,0,0.0
BAY,0026,time_shortest,True,True,True,23,True,222612689191271600,222612689191271600,234023315320511600,346986945529042000,0.0,0.0,0.01883623158855456,0.0,0.051257752514888524,0.051257752514888524,0.4827024608800993,0.037906216,0.078084867,0.001009662,560,490782,492527,1745,0.003555550122050116,567719,596819,29100,0.051257752514888524,596,608,12,0.020134228187919462,1168,1198,30,0.025684931506849314,216,220,4,0.018518518518518517
BAY,0027,time_priority,True,True,False,6,False,21166950749897480,21166950749897480,21166950749897480,21166950749897480,0.23103095656100867,0.23103095656100867,0.23103095656100867,0.0,0.0,0.0,0.0,0.043584334,0.077498683,0.003328258,0,410656,410656,0,0.0,691362,691362,0,0.0,384,384,0,0.0,622,622,0,0.0,118,118,0,0.0
BAY,0027,stable_priority,True,True,False,6,True,12676005664115250,12637572583362870,12637572583362870,12676005664115250,0.24657609904015634,0.24158496827995968,0.24158496827995968,0.00304117586655656,0.0,-0.0030319551577024733,0.00304117586655656,0.037913697,0.072015062,0.001412729,116,410656,414098,3442,0.008381711213278267,691362,699966,8604,0.012444999869822178,384,390,6,0.015625,622,610,-12,-0.01929260450160772,118,115,-3,-0.025423728813559324
BAY,0027,balanced,True,True,False,6,True,16818786522060760,16805802247847080,16805802247847080,16818786522060760,0.332829905146863,0.3311436960489178,0.3311436960489178,0.0007726066284841213,0.0,-0.0007720101683108272,0.0007726066284841213,0.037989857,0.070697574,0.000843304,116,410656,414098,3442,0.008381711213278267,691362,699966,8604,0.012444999869822178,384,390,6,0.015625,622,610,-12,-0.01929260450160772,118,115,-3,-0.025423728813559324
BAY,0027,time_shortest,True,True,True,6,True,24519992942881800,24519992942881800,25515114977734200,25515114977734200,0.0,0.0,0.12923200797515433,0.0,0.040584107718566284,0.040584107718566284,0.0,0.037803893,0.078351296,0.000897339,480,321548,410656,89108,0.27712192269894387,664398,691362,26964,0.040584107718566284,1360,384,-976,-0.7176470588235294,872,622,-250,-0.286697247706422,151,118,-33,-0.2185430463576159
BAY,0028,time_priority,True,True,True,11,True,3719054628774210,3719054628774210,3745839774849150,3745839774849150,0.17237787389537235,0.17237787389537235,0.1820727671216418,0.0,0.007202138378851485,0.007202138378851485,0.0,0.042620576,0.075419003,0.003604802,55,143144,138795,-4349,-0.030381992958140053,266591,256369,-10222,-0.03834337993405629,131,165,34,0.2595419847328244,574,638,64,0.11149825783972125,102,111,9,0.08823529411764706
BAY,0028,stable_priority,True,True,False,11,True,3374083471017555,3372702512003745,3372702512003745,3374083471017555,0.13957145686304132,0.1390716182528174,0.1390716182528174,0.00040945177017393187,0.0,-0.0004092841880386352,0.00040945177017393187,0.038132103,0.072761454,0.00150375,86,147211,144755,-2456,-0.016683535877074402,355668,349528,-6140,-0.017263290484384314,143,137,-6,-0.04195804195804196,494,502,8,0.016194331983805668,84,85,1,0.011904761904761904
