dataset,query_id,objective_count,before_status,after_status,before_paths,after_paths,before_search_seconds,after_search_seconds,before_total_seconds,after_total_seconds,before_peak_rss_mb,after_peak_rss_mb,before_labels,after_labels,merged,before_order,after_order,reference_kind,before_empirical_epsilon,after_empirical_epsilon
COL,0021,2,epsilon_cover,epsilon_cover,5,5,0.008651548,0.01309974,1.746464254,1.554483286,89,95,1,1,0,21345,21345,exact,0.014550385542782207,0.014550385542782207
COL,0021,3,epsilon_cover,epsilon_cover,9,9,0.009469585,0.013102631,1.848768994,1.823571884,89,96,1,1,0,21345,21345,pooled_empirical,0.0,0.0
COL,0021,5,epsilon_cover,epsilon_cover,10,10,0.008117936,0.013270503,2.020176002,1.836299511,89,96,1,1,0,21345,21345,pooled_empirical,0.0,0.0
COL,0022,2,epsilon_cover,epsilon_cover,8,8,0.009019133,0.011118086,2.208665067,1.839796755,89,96,1,1,0,21345,21345,exact,0.035862009378239135,0.035862009378239135
COL,0022,3,epsilon_cover,epsilon_cover,12,12,0.007468639,0.01149647,1.862236419,2.110162522,89,96,1,1,0,21345,21345,pooled_empirical,0.0,0.0
COL,0022,5,time_limit,epsilon_cover,12,13,30.00656166,0.269686089,31.99005151,2.173602728,563,158,4280024,311364,63970,21345,21345,pooled_empirical,0.19351645632269232,0.0
COL,0023,2,epsilon_cover,epsilon_cover,4,4,0.007692092,0.013314909,2.356776835,2.443457774,89,97,1,1,0,21345,21345,exact,0.003086025199543041,0.003086025199543041
COL,0023,3,epsilon_cover,epsilon_cover,10,10,0.008014015,0.013432174,2.437503481,2.29497328,89,97,1,1,0,21345,21345,pooled_empirical,0.0,0.0
COL,0023,5,time_limit,epsilon_cover,10,12,30.00382584,0.573667891,32.9885563,2.724936706,323,214,3836432,625765,227379,21345,21345,pooled_empirical,0.22888506594576885,0.0
COL,0024,2,epsilon_cover,epsilon_cover,3,3,0.007157679,0.013708046,1.414196232,1.658522699,89,100,1,1,0,21345,21345,exact,0.0010288087429859427,0.0010288087429859427
COL,0024,3,epsilon_cover,epsilon_cover,8,8,0.43484078,0.020342317,1.995537556,1.555355538,155,101,564013,27307,4518,21345,21345,pooled_empirical,0.0,0.0
COL,0024,5,epsilon_cover,epsilon_cover,10,10,14.4549064,0.032202164,16.39849051,2.08745942,323,102,2942767,35524,6788,21345,21345,pooled_empirical,0.035059760956175356,0.03980634749865519
COL,0025,2,epsilon_cover,epsilon_cover,6,6,0.007041067,0.014982973,2.009251319,2.018883409,90,102,1,1,0,21345,21345,exact,0.005698144590060572,0.005698144590060572
COL,0025,3,epsilon_cover,epsilon_cover,10,10,1.04509599,0.057364545,3.286056499,2.067112916,211,102,1366539,83335,23567,21345,21345,pooled_empirical,0.0,0.0
COL,0025,5,time_limit,epsilon_cover,12,12,30.00804692,1.88452796,32.33291704,3.852208748,576,332,5545321,1144696,411166,21345,21345,pooled_empirical,0.0,0.0
COL,0026,2,epsilon_cover,epsilon_cover,6,6,0.011131075,0.013718037,2.542658996,1.97466285,91,106,1,1,0,21345,21345,exact,0.007378579101579907,0.007378579101579907
COL,0026,3,epsilon_cover,epsilon_cover,10,10,0.064461718,0.020645394,2.053416341,2.067346841,91,107,122614,14296,5708,21345,21345,pooled_empirical,0.0,0.0
COL,0026,5,time_limit,epsilon_cover,11,14,30.00322349,1.236214417,32.07889602,3.298179136,547,221,5332542,1040834,305723,21345,21345,pooled_empirical,0.15849210185801477,0.0
COL,0027,2,epsilon_cover,epsilon_cover,4,4,0.00834587,0.013443439,2.068732773,1.728535818,95,110,1,1,0,21345,21345,exact,0.008522553786051157,0.008522553786051157
COL,0027,3,epsilon_cover,epsilon_cover,9,9,0.006995707,0.013678537,1.919695181,1.903247227,96,110,1,1,0,21345,21345,pooled_empirical,0.0,0.0
COL,0027,5,epsilon_cover,epsilon_cover,10,10,0.00782843,0.012069606,1.960861851,2.209350227,96,110,1,1,0,21345,21345,pooled_empirical,0.0,0.0
COL,0028,2,epsilon_cover,epsilon_cover,6,6,0.009511889,0.013630374,2.171437709,2.194122822,96,110,1,1,0,21345,21345,exact,0.048620548768275595,0.048620548768275595
COL,0028,3,epsilon_cover,epsilon_cover,10,10,0.009559335,0.016309295,2.411790776,2.173931579,98,111,1,1,0,21345,21345,pooled_empirical,0.0,0.0
COL,0028,5,time_limit,epsilon_cover,11,15,30.00228899,6.343288302,31.91741488,8.604168694,549,558,6384829,3662274,1401790,21345,21345,pooled_empirical,0.1643454038997214,0.0
COL,0029,2,epsilon_cover,epsilon_cover,4,4,0.007814219,0.012305831,1.369329032,1.342551219,98,111,1,1,0,21345,21345,exact,0.008738184086922729,0.008738184086922729
COL,0029,3,epsilon_cover,epsilon_cover,9,9,0.00976892,0.017861667,1.426833573,1.672375922,98,112,6057,3761,988,21345,21345,pooled_empirical,0.0,0.0
COL,0029,5,epsilon_cover,epsilon_cover,11,12,0.08973951,0.016480575,1.969819386,1.608099179,99,113,83238,8614,1365,21345,21345,pooled_empirical,0.14459459459459456,0.0
COL,0030,2,epsilon_cover,epsilon_cover,7,7,0.009208662,0.013539105,2.66680083,2.253605378,100,113,1,1,0,21345,21345,exact,0.022629475524947207,0.022629475524947207
COL,0030,3,epsilon_cover,epsilon_cover,10,10,0.007536417,0.01243144,2.207418212,2.311687284,100,118,1,1,0,21345,21345,pooled_empirical,0.051156950521317635,0.051156950521317635
COL,0030,5,time_limit,epsilon_cover,11,14,30.0084933,0.32669488,33.06629536,2.89515296,560,158,4261212,340607,87103,21345,21345,pooled_empirical,0.1700562527044569,0.0
NY,0001,2,epsilon_cover,epsilon_cover,3,3,0.004381706,0.008523694,1.40598465,1.460408986,63,63,1,1,0,21345,21345,exact,0.02790950412103399,0.02790950412103399
NY,0001,3,epsilon_cover,epsilon_cover,9,9,0.004439004,0.008683498,1.378401768,1.430667156,63,63,1,1,0,21345,21345,pooled_empirical,0.05179282868525892,0.05179282868525892
NY,0001,5,epsilon_cover,epsilon_cover,11,11,0.005405811,0.009572642,1.496582171,1.544055716,63,63,1,1,0,21345,21345,pooled_empirical,0.10224948875255624,0.10224948875255624
NY,0002,2,epsilon_cover,epsilon_cover,4,4,0.006131573,0.009556277,1.137938446,1.064665792,63,63,1,1,0,21345,21345,exact,0.01319104869390908,0.01319104869390908
NY,0002,3,epsilon_cover,epsilon_cover,10,10,0.00530638,0.009178037,1.120055665,1.147335105,63,63,1,1,0,21345,21345,pooled_empirical,0.0,0.0
NY,0002,5,epsilon_cover,epsilon_cover,9,9,0.00491205,0.008370019,1.244941644,1.296132188,63,63,1,1,0,21345,21345,pooled_empirical,0.0,0.0
NY,0003,2,epsilon_cover,epsilon_cover,6,6,0.006239975,0.009505215,1.804350379,1.854770002,63,63,1,1,0,21345,21345,exact,0.029793759763805383,0.029793759763805383
NY,0003,3,epsilon_cover,epsilon_cover,10,10,0.005833785,0.009436991,1.794061619,1.847934075,63,63,1,1,0,21345,21345,pooled_empirical,0.0,0.0
NY,0003,5,time_limit,epsilon_cover,11,13,30.0052569,3.010548022,32.02825208,4.754029909,539,303,4834318,1575854,904334,21345,21345,pooled_empirical,0.13125141434713727,0.0
NY,0004,2,epsilon_cover,epsilon_cover,3,3,0.00640923,0.006070296,1.501667535,1.350698631,63,63,1,1,0,21345,21345,exact,0.017689953674325576,0.017689953674325576
NY,0004,3,epsilon_cover,epsilon_cover,8,8,0.005896383,0.007885032,1.487263836,1.325593416,63,63,1,1,0,21345,21345,pooled_empirical,0.0,0.0
NY,0004,5,epsilon_cover,epsilon_cover,9,9,0.005389918,0.008550694,1.577074796,1.398605408,63,63,1,1,0,21345,21345,pooled_empirical,0.0,0.0
NY,0005,2,epsilon_cover,epsilon_cover,5,5,0.005261684,0.00577776,0.908092762,1.108842784,63,63,1,1,0,21345,21345,exact,0.06366118080731686,0.06366118080731686
NY,0005,3,epsilon_cover,epsilon_cover,9,9,0.047191419,0.016301756,1.233200344,1.175711207,63,63,73158,13808,5390,21345,21345,pooled_empirical,0.0,0.0
NY,0005,5,epsilon_cover,epsilon_cover,10,10,5.078587592,0.03241112,6.400390999,1.389512473,184,63,1596784,31304,14103,21345,21345,pooled_empirical,0.11796733212341204,0.07488986784140961
NY,0006,2,epsilon_cover,epsilon_cover,7,7,0.005827415,0.007971759,1.270774713,1.148920581,63,63,1,1,0,21345,21345,exact,0.037880061806148335,0.037880061806148335
NY,0006,3,epsilon_cover,epsilon_cover,10,10,0.005654959,0.008446203,1.149107857,1.164062884,63,63,2318,872,272,21345,21345,pooled_empirical,0.0,0.0
NY,0006,5,epsilon_cover,epsilon_cover,11,11,0.043920184,0.012642251,1.318952694,1.338320082,63,63,55172,6324,1554,21345,21345,pooled_empirical,0.0,0.0
NY,0007,2,epsilon_cover,epsilon_cover,6,6,0.006253432,0.008104058,1.917674807,1.744277996,63,63,1,1,0,21345,21345,exact,0.020365973609648647,0.020365973609648647
NY,0007,3,epsilon_cover,epsilon_cover,11,11,0.142657692,0.026702572,1.856511047,1.733924039,68,63,175730,28240,11403,21345,21345,pooled_empirical,0.0,0.0
NY,0007,5,time_limit,epsilon_cover,12,13,30.00587731,0.110464244,31.71441817,1.653406168,570,78,4265137,128456,60154,21345,21345,pooled_empirical,0.16154521510096576,0.0
NY,0008,2,epsilon_cover,epsilon_cover,5,5,0.00575064,0.009174979,1.735435569,1.561496132,63,63,1,1,0,21345,21345,exact,0.024994361699248513,0.024994361699248513
NY,0008,3,time_limit,epsilon_cover,10,12,30.00283469,0.341293465,31.58516384,1.790260253,970,135,9580859,338828,175699,21345,21345,pooled_empirical,0.16997138891614005,0.0
NY,0008,5,time_limit,epsilon_cover,12,14,30.00703424,0.478565524,31.36522175,2.069176941,330,135,4073145,402226,220868,21345,21345,pooled_empirical,0.17154255319148937,0.0
NY,0009,2,epsilon_cover,epsilon_cover,5,5,0.004443599,0.009194317,1.762049374,1.827744296,63,63,1,1,0,21345,21345,exact,0.02325911999726693,0.02325911999726693
NY,0009,3,epsilon_cover,epsilon_cover,10,10,0.004781405,0.007696822,1.763351038,1.787536657,63,63,1,1,0,21345,21345,pooled_empirical,0.0,0.0
NY,0009,5,epsilon_cover,epsilon_cover,10,10,10.07080115,0.053130584,12.10376661,1.834197941,307,64,2272000,58420,22198,21345,21345,pooled_empirical,0.0,0.0
NY,0010,2,epsilon_cover,epsilon_cover,4,4,0.004487888,0.008867441,0.997421942,0.926729613,63,63,1,1,0,21345,21345,exact,0.044018307645647736,0.044018307645647736
NY,0010,3,epsilon_cover,epsilon_cover,6,6,0.006347703,0.006573848,1.113072782,0.993877974,63,63,1,1,0,21345,21345,pooled_empirical,0.0,0.0
NY,0010,5,epsilon_cover,epsilon_cover,6,6,0.005384462,0.006920768,1.111850934,1.168755938,63,63,1,1,0,21345,21345,pooled_empirical,0.0,0.0
NY,0011,2,epsilon_cover,epsilon_cover,7,7,0.004390091,0.008298732,1.380445868,1.383216749,63,63,1,1,0,21345,21345,exact,0.03715897386117906,0.03715897386117906
NY,0011,3,epsilon_cover,epsilon_cover,9,10,10.11992065,0.101525635,11.50904047,1.46844469,521,77,4747105,120354,59104,21345,21345,pooled_empirical,0.04475043029259895,0.06919275123558477
NY,0011,5,time_limit,epsilon_cover,11,114,30.00018819,0.434604328,31.72548595,1.933945129,522,135,5167075,307693,158020,21345,21345,pooled_empirical,0.239460370994941,0.008621450248122553
NY,0012,2,epsilon_cover,epsilon_cover,6,6,0.006009619,0.009256109,1.418681641,1.278264132,63,63,1,1,0,21345,21345,exact,0.03646008862260497,0.03646008862260497
NY,0012,3,epsilon_cover,epsilon_cover,11,11,0.013952617,0.011640238,1.269716124,1.302732508,63,63,23037,6097,1424,21345,21345,pooled_empirical,0.0,0.0
NY,0012,5,epsilon_cover,epsilon_cover,14,14,7.763223279,0.096234337,9.353820549,1.454275865,201,75,2043622,93234,33674,21345,21345,pooled_empirical,0.10093405590755355,0.13486005089058528
NY,0013,2,epsilon_cover,epsilon_cover,6,6,0.004730299,0.009211816,1.497792278,1.557913996,63,63,1,1,0,21345,21345,exact,0.02543037067168963,0.02543037067168963
NY,0013,3,epsilon_cover,epsilon_cover,10,10,3.349742863,0.151037533,4.876649852,1.677026337,297,97,2480319,165866,65621,21345,21345,pooled_empirical,0.0,0.0
NY,0013,5,time_limit,epsilon_cover,10,12,30.00261784,0.643586499,31.59631631,2.295005809,560,135,4907257,442839,217295,21345,21345,pooled_empirical,0.08712241653418129,0.0
NY,0014,2,epsilon_cover,epsilon_cover,6,6,0.004455312,0.008127049,1.299775089,1.386515208,63,63,1,1,0,21345,21345,exact,0.020010616228898215,0.020010616228898215
NY,0014,3,epsilon_cover,epsilon_cover,11,12,18.60723793,0.151386604,20.11142919,1.663664702,521,96,7594306,161663,74222,21345,21345,pooled_empirical,0.10954063604240272,0.0
NY,0014,5,time_limit,epsilon_cover,11,14,30.00044127,0.2539109,31.51322876,1.763864748,540,106,4839143,253575,125966,21345,21345,pooled_empirical,0.12499485226662377,0.0
NY,0015,2,epsilon_cover,epsilon_cover,7,7,0.006100746,0.008668055,1.900203249,1.700682613,63,63,1,1,0,21345,21345,exact,0.01203947761009383,0.01203947761009383
NY,0015,3,time_limit,epsilon_cover,11,14,30.00534953,1.295001519,31.72006633,3.036203547,521,191,6793618,756354,427998,21345,21345,pooled_empirical,0.14454045561665363,0.050468637346791745
NY,0015,5,time_limit,epsilon_cover,12,24,30.00417415,3.154854696,31.5910785,4.728751439,327,303,4035068,1576944,892573,21345,21345,pooled_empirical,0.1604631927212572,0.0
NY,0016,2,epsilon_cover,epsilon_cover,2,2,0.00348047,0.008346533,0.908437629,0.904198602,63,63,1,1,0,21345,21345,exact,0.0,0.0
NY,0016,3,epsilon_cover,epsilon_cover,5,5,0.005391431,0.004991453,0.994498042,0.850493249,63,63,1,1,0,21345,21345,pooled_empirical,0.0,0.0
NY,0016,5,epsilon_cover,epsilon_cover,6,6,0.004872657,0.009592817,1.141326142,1.165192294,63,63,1,1,0,21345,21345,pooled_empirical,0.0,0.0
NY,0017,2,epsilon_cover,epsilon_cover,4,4,0.005604534,0.008853437,1.099931639,1.130748345,63,63,1,1,0,21345,21345,exact,0.020997989677800533,0.020997989677800533
NY,0017,3,epsilon_cover,epsilon_cover,9,10,0.372395028,0.025666291,1.711481078,1.178569505,97,63,455720,27121,10977,21345,21345,pooled_empirical,0.14414414414414423,0.0
NY,0017,5,epsilon_cover,epsilon_cover,14,14,28.93325179,0.036829955,30.20912127,1.303391094,537,63,4462521,38495,15997,21345,21345,pooled_empirical,0.11637931034482762,0.07906976744186056
NY,0018,2,epsilon_cover,epsilon_cover,3,3,0.005603592,0.006771777,1.13587599,1.161368997,63,63,1,1,0,21345,21345,exact,0.042431369144624975,0.042431369144624975
NY,0018,3,epsilon_cover,epsilon_cover,10,10,0.00574216,0.008239466,1.138693829,1.181155416,63,63,1,1,0,21345,21345,pooled_empirical,0.0,0.0
NY,0018,5,epsilon_cover,epsilon_cover,11,11,0.006109742,0.008860219,1.470565881,1.321205229,63,63,1,1,0,21345,21345,pooled_empirical,0.0,0.0
NY,0019,2,epsilon_cover,epsilon_cover,6,6,0.007279146,0.008451984,1.535780454,1.338274951,63,63,1,1,0,21345,21345,exact,0.049254912303837495,0.049254912303837495
NY,0019,3,epsilon_cover,epsilon_cover,10,10,0.005897591,0.006863908,1.455259915,1.196238334,63,63,66,62,4,21345,21345,pooled_empirical,0.0,0.0
NY,0019,5,epsilon_cover,epsilon_cover,12,12,0.018133135,0.010242317,1.652972459,1.39914647,63,63,19880,2631,711,21345,21345,pooled_empirical,0.0,0.0
NY,0020,2,epsilon_cover,epsilon_cover,4,4,0.00570934,0.006044586,1.113857024,1.073309152,63,63,3118,1054,360,21345,21345,exact,0.12437922129519263,0.12437922129519263
NY,0020,3,epsilon_cover,epsilon_cover,8,9,0.190156677,0.024287612,1.48510665,1.205198885,69,63,196862,24253,12223,21345,21345,pooled_empirical,0.13818181818181818,0.0
NY,0020,5,epsilon_cover,epsilon_cover,11,12,2.835579089,0.033200901,4.150039471,1.327582334,185,63,1334223,33649,15152,21345,21345,pooled_empirical,0.13861386138613851,0.047670639219935085
NY,0021,2,epsilon_cover,epsilon_cover,4,4,0.006651208,0.006494836,1.176919508,1.080280646,63,63,1,1,0,21345,21345,exact,0.01769697301839579,0.01769697301839579
NY,0021,3,epsilon_cover,epsilon_cover,10,10,0.013299577,0.01082654,1.19761377,1.172490679,63,63,18203,4058,1593,21345,21345,pooled_empirical,0.0,0.0
NY,0021,5,epsilon_cover,epsilon_cover,11,12,0.069208834,0.012027058,1.523951937,1.288503771,63,63,75153,7063,2548,21345,21345,pooled_empirical,0.11848341232227488,0.0
NY,0022,2,epsilon_cover,epsilon_cover,5,5,0.005886699,0.006895374,1.965159347,1.448157007,63,63,1,1,0,21345,21345,exact,0.030460346194700838,0.030460346194700838
NY,0022,3,epsilon_cover,epsilon_cover,11,11,0.006435138,0.008891152,1.730498164,1.748735412,63,63,1,1,0,21345,21345,pooled_empirical,0.0,0.0
NY,0022,5,epsilon_cover,epsilon_cover,11,11,0.029729947,0.009531041,1.969586525,1.646535938,63,63,30922,3060,1148,21345,21345,pooled_empirical,0.0,0.0
NY,0023,2,epsilon_cover,epsilon_cover,2,2,0.00479902,0.007721248,0.993545937,0.872712715,63,63,1,1,0,21345,21345,exact,0.013072566081103298,0.013072566081103298
NY,0023,3,epsilon_cover,epsilon_cover,6,6,0.004515027,0.011161646,0.965562733,0.988431891,63,63,1,1,0,21345,21345,pooled_empirical,0.0,0.0
NY,0023,5,epsilon_cover,epsilon_cover,5,5,0.003816624,0.007744267,1.162131247,1.1229108,63,63,1,1,0,21345,21345,pooled_empirical,0.0,0.0
NY,0024,2,epsilon_cover,epsilon_cover,4,4,0.006650756,0.005302579,1.1438311,0.834435374,63,63,1,1,0,21345,21345,exact,0.03742967056376334,0.03742967056376334
NY,0024,3,epsilon_cover,epsilon_cover,8,8,0.006996769,0.009544634,1.275756779,1.111865691,63,63,2145,1943,718,21345,21345,pooled_empirical,0.0,0.0
NY,0024,5,epsilon_cover,epsilon_cover,11,11,0.013315603,0.011951262,1.440127832,1.27299986,63,63,11863,4283,2039,21345,21345,pooled_empirical,0.0,0.0
NY,0025,2,epsilon_cover,epsilon_cover,5,5,0.0041532,0.008594511,1.495844069,1.689985043,63,63,1,1,0,21345,21345,exact,0.09032039084597576,0.09032039084597576
NY,0025,3,time_limit,epsilon_cover,10,12,30.00079712,0.417755465,31.97642188,2.04025753,969,135,9481042,377477,200858,21345,21345,pooled_empirical,0.13369085847859719,0.0
NY,0025,5,time_limit,epsilon_cover,12,44,30.01152743,1.820902889,32.00724485,3.537013617,297,191,4022870,1027813,597261,21345,21345,pooled_empirical,0.21518987341772156,0.0
NY,0026,2,epsilon_cover,epsilon_cover,2,2,0.004637145,0.008808263,1.028977512,0.933779482,63,63,1,1,0,21345,21345,exact,0.0,0.0
NY,0026,3,epsilon_cover,epsilon_cover,5,5,0.006041377,0.005729018,1.124078698,1.012790144,63,63,1,1,0,21345,21345,pooled_empirical,0.0,0.0
NY,0026,5,epsilon_cover,epsilon_cover,8,8,0.005605905,0.008755018,1.193761919,1.166388271,63,63,1,1,0,21345,21345,pooled_empirical,0.0,0.0
NY,0027,2,epsilon_cover,epsilon_cover,5,5,0.006043177,0.008640456,1.336911192,1.359689218,63,63,1,1,0,21345,21345,exact,0.01671254639545139,0.01671254639545139
NY,0027,3,epsilon_cover,epsilon_cover,8,9,7.267149756,0.105385792,8.889785165,1.480615686,297,78,3180822,126725,53190,21345,21345,pooled_empirical,0.14607948442534902,0.0
NY,0027,5,time_limit,epsilon_cover,10,11,30.00871906,0.168530416,31.33717679,1.653950683,526,95,4766127,156099,65787,21345,21345,pooled_empirical,0.11270718232044197,0.0
NY,0028,2,epsilon_cover,epsilon_cover,4,4,0.00599073,0.007340453,1.276229542,1.129476074,63,63,1,1,0,21345,21345,exact,0.0125237150741635,0.0125237150741635
NY,0028,3,epsilon_cover,epsilon_cover,9,9,0.12861013,0.021903514,1.491458985,1.045796524,68,63,175101,31705,11446,21345,21345,pooled_empirical,0.0,0.0
NY,0028,5,time_limit,epsilon_cover,12,19,30.00639678,0.154266085,31.42572662,1.46407555,535,95,5175684,155440,60633,21345,21345,pooled_empirical,0.1317307692307692,0.03483870967741942
NY,0029,2,epsilon_cover,epsilon_cover,6,6,0.005774695,0.007840711,1.291968783,1.065707392,63,63,1,1,0,21345,21345,exact,0.013123626367420815,0.013123626367420815
NY,0029,3,epsilon_cover,epsilon_cover,11,11,1.702892897,0.065863424,3.149992093,1.315431794,185,73,1150273,72352,35887,21345,21345,pooled_empirical,0.03230563202512404,0.045883940620782715
NY,0029,5,time_limit,epsilon_cover,12,14,30.00855291,0.114837442,31.64876061,1.508890565,306,76,3146819,110235,54670,21345,21345,pooled_empirical,0.15384615384615374,0.0
NY,0030,2,epsilon_cover,epsilon_cover,3,3,0.005198031,0.005523407,0.831863097,0.942977426,63,63,1,1,0,21345,21345,exact,0.0007026225494422,0.0007026225494422
NY,0030,3,epsilon_cover,epsilon_cover,5,5,0.005602037,0.005734768,0.900351909,0.897569213,63,63,1,1,0,21345,21345,pooled_empirical,0.0,0.0
NY,0030,5,epsilon_cover,epsilon_cover,8,8,0.004971132,0.009279827,1.03089374,1.192691241,63,63,1,1,0,21345,21345,pooled_empirical,0.05360134003350092,0.05360134003350092
