dataset,query_id,objective_count,method,epsilon,status,certified,paths,reference_kind,reference_size,reference_configurations,empirical_epsilon,load_seconds,preprocess_seconds,search_seconds,total_seconds,peak_rss_mb,expanded,file
BAY,0026,3,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.640776643,0.446749224,0.096323295,1.186743749,75,136720,BAY_0026_m3_e0.2_f83f596ba16a3723.json
BAY,0026,5,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,14,unavailable_single_config,14,1,,0.783379663,0.860858053,1.90236159,3.555222775,136,794276,BAY_0026_m5_e0.2_7bb0c528d5c5ed60.json
BAY,0027,2,NAMOA_dr_goal_epsilon,0.0,exact,True,12,exact,12,2,0.0,0.729426266,0.246521184,0.005562521,0.982508861,142,1421,BAY_0027_m2_e0.0_bc40e7de69ffc421.json
BAY,0027,2,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,4,exact,12,2,0.0032998753936994696,0.678420523,0.320529057,0.007424376,1.008764946,68,0,BAY_0027_m2_e0.2_2e7325a7af6d9446.json
BAY,0027,3,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,5,unavailable_single_config,5,1,,0.671091698,0.459463561,0.017424611,1.150627109,69,28136,BAY_0027_m3_e0.2_6abe511bcc96c97f.json
BAY,0027,5,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,9,unavailable_single_config,9,1,,0.619377952,0.554357803,0.096186006,1.271697094,69,111419,BAY_0027_m5_e0.2_a2628f6a4ca01068.json
BAY,0028,2,NAMOA_dr_goal_epsilon,0.0,exact,True,10,exact,10,2,0.0,0.605715397,0.214289633,0.005098164,0.826075939,142,1209,BAY_0028_m2_e0.0_ef5dfbc24266dbb4.json
BAY,0028,2,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,3,exact,10,2,0.041272722688651786,0.63777656,0.239158677,0.007073316,0.885874399,68,0,BAY_0028_m2_e0.2_973e617b5f344ad1.json
BAY,0028,3,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,7,unavailable_single_config,7,1,,0.791133554,0.476043403,0.0076065,1.277348992,68,0,BAY_0028_m3_e0.2_ba372e9321fb6d25.json
BAY,0028,5,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.663844215,0.677441814,0.006764483,1.350116988,68,133,BAY_0028_m5_e0.2_d76dc23a470400f5.json
BAY,0029,2,NAMOA_dr_goal_epsilon,0.0,exact,True,14,exact,14,2,0.0,0.726985666,0.299902305,0.005575393,1.033363751,148,1678,BAY_0029_m2_e0.0_abfcdfc1a13bb8bf.json
BAY,0029,2,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,5,exact,14,2,0.019588116341539452,0.770092396,0.366115742,0.006491244,1.14451275,68,0,BAY_0029_m2_e0.2_e42670bd20a58a62.json
BAY,0029,3,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.626702901,0.414069504,0.005847823,1.048226608,69,26,BAY_0029_m3_e0.2_d9bb0babfa9695cc.json
BAY,0029,5,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,9,unavailable_single_config,9,1,,0.640439641,0.561518853,0.006317331,1.209942989,68,175,BAY_0029_m5_e0.2_ac79f60fa8b7a778.json
BAY,0030,2,NAMOA_dr_goal_epsilon,0.05,epsilon_cover,True,4,exact,167,5,0.039895590083099286,0.750436618,1.155370954,0.012530971,1.920086191,69,18299,BAY_0030_m2_e0.05_626a812e8e43dd00.json
BAY,0030,2,NAMOA_dr_goal_epsilon,0.0,exact,True,167,exact,167,5,0.0,0.726562391,1.006657415,0.088094044,1.822684343,76,144673,BAY_0030_m2_e0.0_b18b8aea76326e92.json
BAY,0030,2,NAMOA_dr_goal_epsilon,0.1,epsilon_cover,True,4,exact,167,5,0.039895590083099286,0.61925377,0.863392675,0.006664011,1.490917794,68,2124,BAY_0030_m2_e0.1_d4ed2bbff85ef053.json
BAY,0030,2,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,4,exact,167,5,0.039895590083099286,0.664941856,1.152712592,0.008302044,1.828721675,68,0,BAY_0030_m2_e0.2_b4f4caa00ff60e77.json
BAY,0030,2,weighted_seeds,0.0,seed_only,False,4,exact,167,5,0.039895590083099286,0.741091614,1.001222155,0,1.742316059,68,0,BAY_0030_m2_seed_cf5f3dfa38378931.json
BAY,0030,3,NAMOA_dr_goal_epsilon,0.05,epsilon_cover,True,24,pooled_empirical,26,4,0.011682863264321774,0.766576492,0.913999661,2.3304413,4.026717994,192,1664056,BAY_0030_m3_e0.05_fd8afbeb5a4e0328.json
BAY,0030,3,NAMOA_dr_goal_epsilon,0.1,epsilon_cover,True,15,pooled_empirical,26,4,0.07535175882221345,0.76736972,0.909147903,1.266579671,2.952695296,136,861314,BAY_0030_m3_e0.1_c7eb7a06940843a8.json
BAY,0030,3,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,10,pooled_empirical,26,4,0.163498154353233,0.644123171,0.788169555,0.099970986,1.535360621,74,135477,BAY_0030_m3_e0.2_bb50f168dfbd424f.json
BAY,0030,3,weighted_seeds,0.0,seed_only,False,10,pooled_empirical,26,4,0.163498154353233,0.6000138,0.691970585,0,1.29198711,68,0,BAY_0030_m3_seed_c2cb8109a85fbd5b.json
BAY,0030,5,NAMOA_dr_goal_epsilon,0.05,time_limit,False,30,pooled_empirical,34,4,0.09302325581395343,0.697437677,0.764124112,30.00177222,31.48905053,549,5547955,BAY_0030_m5_e0.05_42a0e545c64cdfd2.json
BAY,0030,5,NAMOA_dr_goal_epsilon,0.1,epsilon_cover,True,17,pooled_empirical,34,4,0.08189355742932314,0.62466995,0.751097268,12.26148422,13.6533515,309,2701832,BAY_0030_m5_e0.1_79d49c3a1ee8775a.json
BAY,0030,5,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,12,pooled_empirical,34,4,0.1146100054078023,0.625255792,0.85645487,0.215021568,1.69881324,76,167519,BAY_0030_m5_e0.2_f227ea091a30f925.json
BAY,0030,5,weighted_seeds,0.0,seed_only,False,12,pooled_empirical,34,4,0.1146100054078023,0.75554513,0.979735391,0,1.735282825,68,0,BAY_0030_m5_seed_c853d45e117906e1.json
COL,0001,2,NAMOA_dr_goal_epsilon,0.05,epsilon_cover,True,5,exact,96,5,0.018854066408150683,0.964163017,1.076575437,0.008618021,2.05160917,89,0,COL_0001_m2_e0.05_1840edb6c1348a9e.json
COL,0001,2,NAMOA_dr_goal_epsilon,0.0,exact,True,96,exact,96,5,0.0,0.977614568,1.208328412,0.026001996,2.214733005,89,44962,COL_0001_m2_e0.0_758189c689894541.json
COL,0001,2,NAMOA_dr_goal_epsilon,0.1,epsilon_cover,True,5,exact,96,5,0.018854066408150683,0.981398989,1.151764804,0.008116157,2.14381192,89,0,COL_0001_m2_e0.1_c0756ab111f86fe1.json
COL,0001,2,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,5,exact,96,5,0.018854066408150683,1.014934126,1.338235046,0.010403835,2.366986557,89,0,COL_0001_m2_e0.2_95fab7cb3289eabc.json
COL,0001,2,weighted_seeds,0.0,seed_only,False,5,exact,96,5,0.018854066408150683,0.812349276,1.049811602,0,1.862163564,89,0,COL_0001_m2_seed_1feab19dfa2cec51.json
COL,0001,3,NAMOA_dr_goal_epsilon,0.05,time_limit,False,10,pooled_empirical,11,4,0.20193130114940439,0.824447491,1.187799863,30.00300593,32.0498458,547,5872593,COL_0001_m3_e0.05_a0e8f3f31c152af7.json
COL,0001,3,NAMOA_dr_goal_epsilon,0.1,time_limit,False,10,pooled_empirical,11,4,0.20193130114940439,0.973355303,1.216847317,30.00133185,32.23604428,995,9811272,COL_0001_m3_e0.1_1019577dc01b76d6.json
COL,0001,3,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,11,pooled_empirical,11,4,0.0,0.828796252,1.180334194,0.488139511,2.50602149,155,562760,COL_0001_m3_e0.2_3f38f6724186f39a.json
COL,0001,3,weighted_seeds,0.0,seed_only,False,10,pooled_empirical,11,4,0.20193130114940439,0.807881729,1.143649306,0,1.951534239,89,0,COL_0001_m3_seed_d0bfffa20ec82755.json
COL,0001,5,NAMOA_dr_goal_epsilon,0.05,time_limit,False,13,pooled_empirical,13,4,0.0,0.81584806,1.302552279,30.0062797,32.16269595,555,4829605,COL_0001_m5_e0.05_2cfe39bd14bb6d94.json
COL,0001,5,NAMOA_dr_goal_epsilon,0.1,time_limit,False,12,pooled_empirical,13,4,0.02903555637710653,0.990167416,1.40894549,30.00686316,32.43484712,551,4337410,COL_0001_m5_e0.1_f3c1e5feb5197805.json
COL,0001,5,NAMOA_dr_goal_epsilon,0.2,time_limit,False,11,pooled_empirical,13,4,0.10785463071512313,1.023502802,1.63801631,30.00624342,32.7123283,547,4531025,COL_0001_m5_e0.2_443e3bb60ff0ec47.json
COL,0001,5,weighted_seeds,0.0,seed_only,False,11,pooled_empirical,13,4,0.10785463071512313,0.784983337,1.137162451,0,1.922148152,89,0,COL_0001_m5_seed_615970947281b560.json
COL,0002,2,NAMOA_dr_goal_epsilon,0.0,exact,True,225,exact,225,2,0.0,0.946869886,1.432674146,0.790041429,3.17390414,176,815362,COL_0002_m2_e0.0_aba8c4ef3b1207d6.json
COL,0002,2,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,7,exact,225,2,0.009702043059137022,1.020484268,1.776431047,0.010105864,2.810226813,89,0,COL_0002_m2_e0.2_b5c110b9c301ff53.json
COL,0002,3,NAMOA_dr_goal_epsilon,0.2,time_limit,False,11,unavailable_single_config,11,1,,1.023979821,1.783276462,30.00089446,32.86537275,547,6926163,COL_0002_m3_e0.2_889a29d0f40f8426.json
COL,0002,5,NAMOA_dr_goal_epsilon,0.2,time_limit,False,12,unavailable_single_config,12,1,,0.857179043,1.765796903,30.00741815,32.68057713,562,4069221,COL_0002_m5_e0.2_45d357ef70ce64be.json
COL,0003,2,NAMOA_dr_goal_epsilon,0.0,exact,True,382,exact,382,2,0.0,0.947555491,1.12503204,0.362972277,2.439310736,181,418570,COL_0003_m2_e0.0_f9fe4b9ca5d97bea.json
COL,0003,2,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,4,exact,382,2,0.03703485246176852,0.852988495,1.453216166,0.010130336,2.319869485,89,0,COL_0003_m2_e0.2_e92bcb82a72ce199.json
COL,0003,3,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,9,unavailable_single_config,9,1,,1.041427946,1.484073625,0.00829354,2.535870399,89,0,COL_0003_m3_e0.2_2993e1f5824c8f4a.json
COL,0003,5,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,9,unavailable_single_config,9,1,,0.846702029,1.499797843,9.180699934,11.54398501,324,2622867,COL_0003_m5_e0.2_cd0884c8a00bd2a4.json
COL,0004,2,NAMOA_dr_goal_epsilon,0.0,exact,True,211,exact,211,2,0.0,0.972969202,0.905177342,0.040185005,1.921354942,181,40330,COL_0004_m2_e0.0_608ef49cbb2bb0c8.json
COL,0004,2,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,5,exact,211,2,0.04161340084369347,0.980903771,0.797554589,0.008276517,1.788919664,89,0,COL_0004_m2_e0.2_a04c8d64b75b4e9d.json
COL,0004,3,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,8,unavailable_single_config,8,1,,0.82155617,0.850859368,0.007523441,1.682120698,89,0,COL_0004_m3_e0.2_75336d209d62be1b.json
COL,0004,5,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,11,unavailable_single_config,11,1,,0.814927651,0.954026115,0.009798104,1.781447645,89,5315,COL_0004_m5_e0.2_82b7aaad9b2ac3fc.json
COL,0005,2,NAMOA_dr_goal_epsilon,0.0,exact,True,639,exact,639,2,0.0,0.954659192,0.575542096,0.305844869,1.838033746,181,210039,COL_0005_m2_e0.0_15168e1a2f7b1285.json
COL,0005,2,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,7,exact,639,2,0.03310761458944245,0.97308059,0.624435405,0.00873357,1.608777257,89,0,COL_0005_m2_e0.2_4c7dbde3ea4b41f0.json
COL,0005,3,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,11,unavailable_single_config,11,1,,1.010825482,1.159950637,0.011137441,2.18550858,89,0,COL_0005_m3_e0.2_86c3b4e3dc777453.json
COL,0005,5,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.791125306,0.94196802,5.25269484,6.997795138,211,1854730,COL_0005_m5_e0.2_1570b0861c81ad56.json
COL,0006,2,NAMOA_dr_goal_epsilon,0.0,exact,True,22,exact,22,2,0.0,0.974378917,0.807762923,0.011356984,1.796126348,222,8215,COL_0006_m2_e0.0_fa0e50cc22a4f56a.json
COL,0006,2,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,4,exact,22,2,0.00040775572535922677,0.852329963,0.781403433,0.009069275,1.645936302,89,0,COL_0006_m2_e0.2_8373bd815ca151ce.json
COL,0006,3,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.970549064,0.775941136,0.010106088,1.75988317,89,0,COL_0006_m3_e0.2_107c68e786d331a5.json
COL,0006,5,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,8,unavailable_single_config,8,1,,0.96501253,0.983146563,0.008376211,1.958448728,89,0,COL_0006_m5_e0.2_a8f907d642a5ccda.json
COL,0007,2,NAMOA_dr_goal_epsilon,0.0,exact,True,615,exact,615,2,0.0,0.823131625,1.295540101,0.387630958,2.510609027,222,365508,COL_0007_m2_e0.0_75d1796d8b0035d5.json
COL,0007,2,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,6,exact,615,2,0.019059742964526727,0.79405851,1.127342575,0.008240953,1.931758918,89,0,COL_0007_m2_e0.2_28eb7980ec8e7cd3.json
COL,0007,3,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.81101525,1.066527065,0.007491843,1.886680014,89,0,COL_0007_m3_e0.2_9e1183b905962c4c.json
COL,0007,5,NAMOA_dr_goal_epsilon,0.2,time_limit,False,12,unavailable_single_config,12,1,,0.835397545,1.455156248,30.01402384,32.3305594,323,2980667,COL_0007_m5_e0.2_d4463d7bb0a35602.json
COL,0008,2,NAMOA_dr_goal_epsilon,0.0,exact,True,553,exact,553,2,0.0,0.960670735,0.563524689,0.373422882,1.90051278,262,287816,COL_0008_m2_e0.0_b761a19532f0e119.json
COL,0008,2,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,6,exact,553,2,0.019453534366623115,1.014359366,0.737663396,0.010466486,1.764971247,89,0,COL_0008_m2_e0.2_ae26b76390a53e19.json
COL,0008,3,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,9,unavailable_single_config,9,1,,1.006086567,1.031443072,0.01056903,2.051507622,89,0,COL_0008_m3_e0.2_9c2995b2b0c4fe63.json
COL,0008,5,NAMOA_dr_goal_epsilon,0.2,time_limit,False,11,unavailable_single_config,11,1,,0.948930418,0.88378825,30.00617787,31.8560905,323,3524322,COL_0008_m5_e0.2_18681ca3b2bdc324.json
COL,0009,2,NAMOA_dr_goal_epsilon,0.0,exact,True,3,exact,3,2,0.0,0.962606968,0.302662931,0.008171188,1.275334653,262,55,COL_0009_m2_e0.0_63be3e9bf4fb896f.json
COL,0009,2,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,2,exact,3,2,0.0007389542342950417,0.969831929,0.326470253,0.010737476,1.310194602,89,0,COL_0009_m2_e0.2_77c58d2db801f40e.json
COL,0009,3,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,4,unavailable_single_config,4,1,,0.791214484,0.423948094,0.007502862,1.225000063,89,0,COL_0009_m3_e0.2_70dd98d2663ec652.json
COL,0009,5,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,6,unavailable_single_config,6,1,,0.816877537,0.645620096,0.004407522,1.468509543,89,0,COL_0009_m5_e0.2_63d9b94bf1398822.json
COL,0010,2,NAMOA_dr_goal_epsilon,0.0,exact,True,141,exact,141,2,0.0,0.784749196,0.56228129,0.109565157,1.458629464,262,195690,COL_0010_m2_e0.0_f8b6a11cf1ccb79d.json
COL,0010,2,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,6,exact,141,2,0.010465982669671137,0.843749116,0.732014146,0.009052681,1.588143515,89,0,COL_0010_m2_e0.2_be5b955bbb1d3758.json
COL,0010,3,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.935113771,0.841511008,0.007633237,1.786593194,89,890,COL_0010_m3_e0.2_9ad8efd5c60a7e36.json
COL,0010,5,NAMOA_dr_goal_epsilon,0.2,time_limit,False,10,unavailable_single_config,10,1,,0.969445645,1.104846171,30.00320662,32.10655744,547,5464097,COL_0010_m5_e0.2_5e15eb6c3f0e1c2d.json
COL,0011,2,NAMOA_dr_goal_epsilon,0.0,exact,True,79,exact,79,2,0.0,0.985932485,1.214816351,0.023367208,2.227695713,262,30466,COL_0011_m2_e0.0_6f61213de6911148.json
COL,0011,2,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,6,exact,79,2,0.008290958717542152,1.002758732,1.260646403,0.009639123,2.276645585,89,0,COL_0011_m2_e0.2_7313536371c2636f.json
COL,0011,3,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,8,unavailable_single_config,8,1,,0.975562782,1.139363396,0.008551664,2.125660148,89,0,COL_0011_m3_e0.2_b3f4e7d60d6c13ac.json
COL,0011,5,NAMOA_dr_goal_epsilon,0.2,time_limit,False,10,unavailable_single_config,10,1,,1.006421898,1.607421055,30.01383846,32.6573674,323,2905168,COL_0011_m5_e0.2_7e1f82f9ac92946f.json
COL,0012,2,NAMOA_dr_goal_epsilon,0.0,exact,True,1886,exact,1886,2,0.0,0.774610607,0.970829825,13.39262095,15.15359967,547,4657040,COL_0012_m2_e0.0_0cef95ef8eb427d2.json
COL,0012,2,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,8,exact,1886,2,0.031725289164808324,0.812371876,1.039656371,0.008562361,1.862717443,89,0,COL_0012_m2_e0.2_894cce04f900852b.json
COL,0012,3,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,11,unavailable_single_config,11,1,,1.015525249,1.554832787,0.03054473,2.605262712,89,56085,COL_0012_m3_e0.2_5662ee7ad255c5fa.json
COL,0012,5,NAMOA_dr_goal_epsilon,0.2,time_limit,False,12,unavailable_single_config,12,1,,0.979058675,1.396450368,30.00297273,32.4037206,549,4162156,COL_0012_m5_e0.2_e75fc2daf12ddd54.json
COL,0013,2,NAMOA_dr_goal_epsilon,0.0,exact,True,237,exact,237,2,0.0,0.982907591,0.900051685,0.083156874,1.970244307,262,95442,COL_0013_m2_e0.0_5697e7c3ac57a43a.json
COL,0013,2,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,5,exact,237,2,0.002998522270397652,0.823438138,0.717675072,0.007736168,1.551002273,89,0,COL_0013_m2_e0.2_a3b5f53fb0be8944.json
COL,0013,3,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.802777457,0.900523427,0.367318475,2.075957823,123,403713,COL_0013_m3_e0.2_a8ac681e7870baa6.json
COL,0013,5,NAMOA_dr_goal_epsilon,0.2,time_limit,False,11,unavailable_single_config,11,1,,1.00182283,1.41814254,30.00479588,32.4459951,323,2965634,COL_0013_m5_e0.2_b8422046e53cb8c5.json
COL,0014,2,NAMOA_dr_goal_epsilon,0.0,exact,True,62,exact,62,2,0.0,0.95403811,0.607200558,0.017134687,1.579932737,262,23934,COL_0014_m2_e0.0_b3e128c3f9fa73f3.json
COL,0014,2,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,5,exact,62,2,0.010563550178619208,0.970582738,0.629641902,0.009271525,1.61205105,89,0,COL_0014_m2_e0.2_0893addaabdb446a.json
COL,0014,3,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.974554771,0.77317957,0.008569957,1.758421614,89,0,COL_0014_m3_e0.2_6dd51757dfb35ec6.json
COL,0014,5,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,9,unavailable_single_config,9,1,,0.799650789,0.82910701,6.34862313,7.993675538,323,2924621,COL_0014_m5_e0.2_e1447f985a5a4b81.json
COL,0015,2,NAMOA_dr_goal_epsilon,0.05,epsilon_cover,True,8,exact,531,5,0.016601634568560675,0.97033956,1.486552055,0.067629759,2.526734177,95,149173,COL_0015_m2_e0.05_02357014f728a72d.json
COL,0015,2,NAMOA_dr_goal_epsilon,0.0,exact,True,531,exact,531,5,0.0,0.792045803,1.335451335,1.131174097,3.266725324,211,1239054,COL_0015_m2_e0.0_d9dd623e70b3bae1.json
COL,0015,2,NAMOA_dr_goal_epsilon,0.1,epsilon_cover,True,7,exact,531,5,0.0672082165692951,0.888578105,1.375322847,0.008556618,2.274660228,89,1000,COL_0015_m2_e0.1_2309c680625d0151.json
COL,0015,2,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,7,exact,531,5,0.0672082165692951,0.797984683,1.334691523,0.009104008,2.14421384,89,0,COL_0015_m2_e0.2_09637e657113dae9.json
COL,0015,2,weighted_seeds,0.0,seed_only,False,7,exact,531,5,0.0672082165692951,0.810176885,1.313621177,0,2.123800864,89,0,COL_0015_m2_seed_1b46834cee344976.json
COL,0015,3,NAMOA_dr_goal_epsilon,0.05,time_limit,False,10,pooled_empirical,10,4,0.0,0.969021982,1.246684748,30.00169349,32.2544468,995,7236431,COL_0015_m3_e0.05_423e8024901f6ace.json
COL,0015,3,NAMOA_dr_goal_epsilon,0.1,time_limit,False,10,pooled_empirical,10,4,0.0,0.969661763,1.247726239,30.00330243,32.25806486,996,7910579,COL_0015_m3_e0.1_77f3c85682e66029.json
COL,0015,3,NAMOA_dr_goal_epsilon,0.2,time_limit,False,10,pooled_empirical,10,4,0.0,0.967446884,1.323439765,30.00033288,32.33364274,995,8006772,COL_0015_m3_e0.2_93917bfff67e6f95.json
COL,0015,3,weighted_seeds,0.0,seed_only,False,10,pooled_empirical,10,4,0.0,0.985175321,1.467752213,0,2.452929634,89,0,COL_0015_m3_seed_d05ac8392dde59f2.json
COL,0015,5,NAMOA_dr_goal_epsilon,0.05,time_limit,False,12,pooled_empirical,12,4,0.0,0.958841455,1.31651488,30.00272052,32.31036221,552,5654757,COL_0015_m5_e0.05_27f2082e334e19aa.json
COL,0015,5,NAMOA_dr_goal_epsilon,0.1,time_limit,False,12,pooled_empirical,12,4,0.0,0.968738001,1.319481561,30.00540822,32.32233313,557,5900587,COL_0015_m5_e0.1_db9a5aa1ed3fca69.json
COL,0015,5,NAMOA_dr_goal_epsilon,0.2,time_limit,False,12,pooled_empirical,12,4,0.0,0.812401208,1.244200919,30.00788162,32.09036739,553,4547151,COL_0015_m5_e0.2_f47e5b18e921b886.json
COL,0015,5,weighted_seeds,0.0,seed_only,False,12,pooled_empirical,12,4,0.0,0.788644515,1.144814114,0,1.933460652,119,0,COL_0015_m5_seed_92f0ec2d8a2659e7.json
COL,0016,2,NAMOA_dr_goal_epsilon,0.0,exact,True,20,exact,20,2,0.0,0.948790086,0.574905986,0.010025194,1.535662866,320,6410,COL_0016_m2_e0.0_ad6211298b3df3f2.json
COL,0016,2,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,4,exact,20,2,0.03300036380110383,0.789781974,0.561997171,0.008916945,1.362791366,89,0,COL_0016_m2_e0.2_7546f3bd2dab6446.json
COL,0016,3,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,8,unavailable_single_config,8,1,,0.850678507,0.847858255,0.011986593,1.714042887,89,0,COL_0016_m3_e0.2_edd2cfafcbf75033.json
COL,0016,5,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,1.013426169,1.177351287,0.009446954,2.203774273,89,451,COL_0016_m5_e0.2_a2eae6adc58cd371.json
COL,0017,2,NAMOA_dr_goal_epsilon,0.0,exact,True,390,exact,390,2,0.0,0.986730261,1.559889854,3.836920664,6.394249425,334,2397919,COL_0017_m2_e0.0_9306ae82efc488c4.json
COL,0017,2,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,7,exact,390,2,0.011540594363279366,1.003963521,1.750176337,0.009751791,2.766906103,89,0,COL_0017_m2_e0.2_aba7c0f5b01df7a3.json
COL,0017,3,NAMOA_dr_goal_epsilon,0.2,time_limit,False,11,unavailable_single_config,11,1,,0.999017633,1.524688805,30.00240561,32.56855761,995,9027410,COL_0017_m3_e0.2_d98495da5d0c7497.json
COL,0017,5,NAMOA_dr_goal_epsilon,0.2,time_limit,False,12,unavailable_single_config,12,1,,0.900602671,1.406437912,30.00664526,32.33765713,558,4544427,COL_0017_m5_e0.2_c306a913000170a1.json
COL,0018,2,NAMOA_dr_goal_epsilon,0.0,exact,True,94,exact,94,2,0.0,0.985686248,1.206076428,0.267500827,2.464356387,334,413270,COL_0018_m2_e0.0_da8c95fe0bdf3fd9.json
COL,0018,2,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,5,exact,94,2,0.027525285528879007,1.004804838,1.327058087,0.009585238,2.345074339,89,0,COL_0018_m2_e0.2_f0bdb081274d2120.json
COL,0018,3,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,9,unavailable_single_config,9,1,,0.994650506,1.383076456,0.008201997,2.389140488,89,0,COL_0018_m3_e0.2_e47ad72a5fe49585.json
COL,0018,5,NAMOA_dr_goal_epsilon,0.2,time_limit,False,11,unavailable_single_config,11,1,,0.852901704,1.438783194,30.01350989,32.3249069,323,2380551,COL_0018_m5_e0.2_0c58bfc097a1dfdb.json
COL,0019,2,NAMOA_dr_goal_epsilon,0.0,exact,True,10,exact,10,2,0.0,0.984422944,1.398930586,0.010435159,2.396608217,387,4369,COL_0019_m2_e0.0_37115c29c58e9c84.json
COL,0019,2,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,3,exact,10,2,0.0028977457752916713,0.818109959,1.167903764,0.008026488,1.99619711,89,0,COL_0019_m2_e0.2_23746a27683eb4c7.json
COL,0019,3,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,7,unavailable_single_config,7,1,,1.00340842,1.420768385,0.009635106,2.437196875,89,0,COL_0019_m3_e0.2_4929d093a5d0e1a3.json
COL,0019,5,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,10,unavailable_single_config,10,1,,0.816222803,1.122511005,0.008695928,1.950080129,89,0,COL_0019_m5_e0.2_970905becca68461.json
COL,0020,2,NAMOA_dr_goal_epsilon,0.0,exact,True,433,exact,433,2,0.0,0.93687718,1.371404234,8.602149866,10.93022408,547,5595646,COL_0020_m2_e0.0_24802d7ed3a4bf3c.json
COL,0020,2,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,6,exact,433,2,0.04301618501367166,0.847432474,1.624517361,0.009322305,2.484784501,89,0,COL_0020_m2_e0.2_e0a05adde92f78ed.json
COL,0020,3,NAMOA_dr_goal_epsilon,0.2,epsilon_cover,True,11,unavailable_single_config,11,1,,0.817548142,1.339466206,11.80011898,13.99460187,547,7263432,COL_0020_m3_e0.2_5fcd06f781820bbb.json
COL,0020,5,NAMOA_dr_goal_epsilon,0.2,time_limit,False,12,unavailable_single_config,12,1,,1.014836305,1.87631621,30.00542555,32.92367587,550,3523858,COL_0020_m5_e0.2_3b121639a8967695.json
COL,0021,2,NAMOA_dr_goal_epsilon,0.0,exact,True,81,exact,81,2,0.0,0.985533673,0.83037715,0.123017569,1.941201013,387,157185,COL_0021_m2_e0.0_6d0843160dfcab77.json
